,Make,Model,Style,Fuel_type,Transmission
24712,Citroen,Berlingo,Minivan,Diesel,0
24713,Volkswagen,Passat CC,Sedan,Petrol,1
24714,Volvo,Rare,Sedan,Petrol,1
24715,BMW,Rare,Crossover,Diesel,1
24716,Volkswagen,Rare,Hatchback,Petrol,0
24717,Vaz,2107,Sedan,Petrol,0
24718,Mercedes,E Class,Sedan,Diesel,0
24719,Lexus,RX Series,SUV,Petrol,1
24720,KIA,Optima,Sedan,Petrol,1
24721,Seat,Ibiza,Universal,Diesel,0
24722,Nissan,Qashqai+2,Hatchback,Diesel,0
24723,BMW,Rare,Coupe,Diesel,1
24724,Toyota,Avensis,Sedan,Diesel,0
24725,Opel,Meriva,Hatchback,Diesel,0
24726,Renault,Rare,Minivan,Diesel,1
24727,Toyota,Avensis,Universal,Diesel,0
24728,Volkswagen,Golf,Hatchback,Petrol,0
24729,Toyota,Corolla,Hatchback,Diesel,1
24730,BMW,3 Series,Sedan,Petrol,0
24731,Toyota,Corolla,Sedan,Diesel,0
24732,Honda,CR-V,Crossover,Petrol,1
24733,Volkswagen,Transporter,Universal,Diesel,0
24734,Mercedes,M Class,SUV,Diesel,1
24735,Honda,CR-V,SUV,Diesel,0
24736,Dacia,Rare,Combi,Diesel,0
24737,Mitsubishi,Lancer,Sedan,Metan/Propan,0
24738,KIA,Rare,Crossover,Hybrid,1
24739,Opel,Combo,Combi,Diesel,0
24740,Renault,Grand Scenic,Minivan,Diesel,1
24741,Toyota,Rare,Hatchback,Diesel,0
24742,Toyota,Auris,Universal,Hybrid,1
24743,Toyota,Auris,Hatchback,Hybrid,1
24744,Vaz,Rare,Hatchback,Petrol,0
24745,Dacia,Logan,Sedan,Metan/Propan,0
24746,Renault,Megane,Universal,Diesel,0
24747,Mercedes,C Class,Sedan,Diesel,0
24748,Opel,Combo,Combi,Diesel,0
24749,Toyota,Camry,Sedan,Petrol,1
24750,Skoda,Fabia,Hatchback,Diesel,0
24751,Peugeot,Rare,Sedan,Metan/Propan,0
24752,Suzuki,Rare,Crossover,Petrol,0
24753,Renault,Kangoo,Universal,Diesel,0
24754,BMW,3 Series,Sedan,Plug-in Hybrid,1
24755,Volvo,Rare,Hatchback,Diesel,0
24756,Volkswagen,Rare,Hatchback,Petrol,0
24757,Opel,Astra,Sedan,Petrol,0
24758,Mercedes,E Class,Sedan,Metan/Propan,1
24759,Lexus,IS Series,Sedan,Hybrid,1
24760,Toyota,Corolla Verso,Minivan,Petrol,0
24761,Mazda,323,Hatchback,Petrol,0
24762,BMW,5 Series,Sedan,Diesel,1
24763,Dacia,Duster,SUV,Diesel,0
24764,Dacia,Duster,Crossover,Diesel,0
24765,BMW,X5,SUV,Diesel,1
24766,Nissan,Juke,SUV,Petrol,0
24767,Volkswagen,Golf,Hatchback,Petrol,0
24768,Audi,Rare,Hatchback,Metan/Propan,0
24769,Nissan,Rare,Sedan,Metan/Propan,1
24770,Volvo,Rare,Universal,Plug-in Hybrid,1
24771,Toyota,Rav 4,SUV,Diesel,0
24772,Volkswagen,Transporter,Minivan,Diesel,0
24773,Renault,Megane,Hatchback,Diesel,1
24774,Renault,Megane,Sedan,Diesel,0
24775,Vaz,Rare,Universal,Petrol,0
24776,BMW,5 Series,Universal,Diesel,1
24777,Skoda,Octavia,Sedan,Metan/Propan,0
24778,Vaz,Rare,Hatchback,Petrol,0
24779,Audi,Rare,SUV,Diesel,1
24780,Volvo,XC90,Crossover,Metan/Propan,1
24781,Dacia,Logan,Sedan,Petrol,0
24782,Renault,Scenic,Minivan,Diesel,0
24783,Ford,Kuga,Crossover,Metan/Propan,1
24784,Ford,Rare,Crossover,Metan/Propan,1
24785,Dacia,Duster,SUV,Diesel,0
24786,Volkswagen,Golf,Hatchback,Petrol,1
24787,Volkswagen,Touran,Minivan,Petrol,1
24788,Dacia,Logan,Universal,Diesel,0
24789,Mercedes,E Class,Sedan,Metan/Propan,1
24790,Audi,A6,Sedan,Diesel,1
24791,Toyota,Avensis,Universal,Diesel,0
24792,Opel,Rare,Minivan,Diesel,0
24793,Mercedes,Vito,Microvan,Diesel,0
24794,Peugeot,Rare,Hatchback,Petrol,0
24795,Audi,Q5,Universal,Diesel,1
24796,Mitsubishi,Outlander,SUV,Petrol,1
24797,Volkswagen,Rare,Sedan,Diesel,0
24798,Seat,Rare,Hatchback,Petrol,0
24799,Volkswagen,Passat,Sedan,Petrol,1
24800,BMW,5 Series,Universal,Diesel,1
24801,Ford,Fusion,Universal,Diesel,0
24802,Ssangyong,Rare,SUV,Diesel,1
24803,Hyundai,Rare,Sedan,Petrol,0
24804,Nissan,Qashqai,Crossover,Diesel,0
24805,Mazda,323,Sedan,Petrol,0
24806,Ford,Rare,Minivan,Diesel,0
24807,Renault,Megane,Universal,Diesel,1
24808,Nissan,Qashqai,Crossover,Diesel,0
24809,Mercedes,S Class,Sedan,Diesel,1
24810,Mercedes,Vito,Minivan,Diesel,0
24811,Toyota,Avalon,Sedan,Hybrid,1
24812,Toyota,Corolla,Hatchback,Petrol,0
24813,Mercedes,Rare,Sedan,Petrol,1
24814,Opel,Zafira,Universal,Metan/Propan,0
24815,Renault,Kangoo,Combi,Diesel,0
24816,Hyundai,Santa FE,SUV,Diesel,1
24817,Dacia,Logan,Sedan,Metan/Propan,0
24818,Renault,Megane,Universal,Diesel,0
24819,Volkswagen,Passat,Sedan,Metan/Propan,0
24820,Dacia,Logan Mcv,Universal,Diesel,0
24821,Citroen,Rare,Minivan,Petrol,1
24822,BMW,3 Series,Sedan,Petrol,1
24823,BMW,5 Series,Sedan,Petrol,0
24824,Renault,Scenic,Minivan,Diesel,0
24825,Mercedes,E Class,Sedan,Diesel,1
24826,Vaz,2121niva,Hatchback,Petrol,0
24827,Dodge,Rare,SUV,Petrol,1
24828,Audi,100,Sedan,Petrol,0
24829,Citroen,Berlingo,Minivan,Petrol,0
24830,Skoda,Rare,Hatchback,Petrol,1
24831,Citroen,Rare,Hatchback,Petrol,0
24832,Vaz,Rare,Universal,Petrol,0
24833,Hyundai,Rare,Universal,Diesel,0
24834,Fiat,Rare,Universal,Diesel,0
24835,Volkswagen,Jetta,Sedan,Petrol,0
24836,Skoda,Octavia,Universal,Petrol,1
24837,Saab,Rare,Combi,Diesel,1
24838,Honda,CR-V,SUV,Diesel,0
24839,Mercedes,M Class,SUV,Diesel,1
24840,Volkswagen,Golf,Combi,Petrol,0
24841,Toyota,Rav 4,SUV,Diesel,1
24842,Renault,Kadjar,Crossover,Diesel,1
24843,Toyota,Camry,Sedan,Metan/Propan,1
24844,Mercedes,E Class,Sedan,Diesel,1
24845,Opel,Corsa,Hatchback,Petrol,1
24846,Mazda,323,Sedan,Metan/Propan,0
24847,Citroen,Rare,Coupe,Diesel,0
24848,Volvo,XC90,Microvan,Diesel,1
24849,Mercedes,E Class,Sedan,Diesel,1
24850,Ford,Fusion,Sedan,Hybrid,1
24851,BMW,5 Series,Sedan,Diesel,0
24852,Toyota,Rare,Universal,Diesel,0
24853,Citroen,Berlingo,Minivan,Diesel,0
24854,Dacia,Rare,Minivan,Diesel,0
24855,Renault,Kangoo,Universal,Petrol,0
24856,Dacia,Logan,Sedan,Diesel,0
24857,Audi,A8,Sedan,Diesel,1
24858,Skoda,Octavia,Sedan,Petrol,1
24859,Ford,Fusion,Universal,Diesel,0
24860,Ford,Rare,Universal,Diesel,1
24861,Volkswagen,Golf,Hatchback,Petrol,0
24862,Mercedes,Rare,SUV,Diesel,1
24863,Skoda,Superb,Sedan,Petrol,0
24864,Mercedes,Series (W124),Sedan,Diesel,0
24865,Rare,Rare,Crossover,Petrol,1
24866,Mercedes,E Class,Sedan,Diesel,1
24867,Renault,Megane,Universal,Diesel,0
24868,Mini,Rare,Coupe,Petrol,0
24869,Mini,Rare,Coupe,Petrol,0
24870,Ford,Transit Connect,Minivan,Diesel,0
24871,Ford,Focus,Hatchback,Petrol,0
24872,Toyota,Corolla,Sedan,Diesel,0
24873,Toyota,Avensis,Universal,Diesel,0
24874,Hyundai,Getz,Hatchback,Petrol,1
24875,Land Rover,Freelander,Crossover,Diesel,1
24876,Mercedes,GLK Class,SUV,Diesel,1
24877,Volkswagen,Touareg,SUV,Diesel,1
24878,Renault,Rare,Roadster,Petrol,0
24879,Nissan,Qashqai,Crossover,Diesel,0
24880,Mitsubishi,Rare,SUV,Diesel,0
24881,BMW,X5,Crossover,Plug-in Hybrid,1
24882,Hyundai,Getz,Sedan,Petrol,0
24883,Mercedes,B Class,Sedan,Diesel,1
24884,Audi,Rare,Crossover,Hybrid,1
24885,Honda,CR-V,SUV,Diesel,1
24886,Hyundai,Santa FE,SUV,Diesel,1
24887,BMW,5 Series,Universal,Metan/Propan,0
24888,Volkswagen,Passat,Sedan,Petrol,0
24889,GAZ,Rare,Sedan,Metan/Propan,0
24890,GAZ,Rare,Sedan,Metan/Propan,0
24891,Toyota,Land Cruiser Prado,Universal,Diesel,1
24892,Toyota,Rare,SUV,Petrol,1
24893,Skoda,Superb,Sedan,Diesel,1
24894,Mazda,Rare,Hatchback,Petrol,0
24895,Hyundai,Tucson,Universal,Petrol,1
24896,Citroen,Rare,Universal,Diesel,0
24897,Dacia,Logan,Sedan,Metan/Propan,1
24898,Opel,Astra,Universal,Diesel,0
24899,Skoda,Octavia,Sedan,Petrol,0
24900,BMW,7 Series,Sedan,Diesel,1
24901,BMW,5 Series,Sedan,Diesel,0
24902,Dacia,Logan Mcv,Universal,Petrol,0
24903,Opel,Astra,Universal,Diesel,0
24904,Toyota,Prius,Universal,Hybrid,1
24905,BMW,5 Series,Sedan,Diesel,0
24906,Volkswagen,Caddy,Minivan,Metan/Propan,0
24907,Mercedes,E Class,Sedan,Diesel,1
24908,Mercedes,A Class,Hatchback,Diesel,0
24909,Lexus,RX Series,SUV,Petrol,1
24910,Volkswagen,Passat,Universal,Metan/Propan,1
24911,Nissan,Juke,Crossover,Diesel,0
24912,Renault,Laguna,Hatchback,Metan/Propan,0
24913,Mercedes,M Class,SUV,Diesel,1
24914,Opel,Insignia,Sedan,Metan/Propan,0
24915,Renault,Kadjar,Crossover,Diesel,1
24916,Rover,Rare,Hatchback,Petrol,0
24917,BMW,X3,SUV,Diesel,1
24918,Audi,A6,Sedan,Diesel,0
24919,BMW,3 Series,Sedan,Diesel,1
24920,Renault,Grand Scenic,Minivan,Diesel,0
24921,Ford,Focus,Universal,Diesel,0
24922,KIA,Rare,Minivan,Diesel,1
24923,Mercedes,Vito,Microvan,Diesel,1
24924,Mercedes,C Class,Sedan,Petrol,0
24925,Volkswagen,Passat,Sedan,Petrol,1
24926,Toyota,Auris,Hatchback,Hybrid,1
24927,Mercedes,M Class,SUV,Diesel,1
24928,Chevrolet,Aveo,Sedan,Metan/Propan,0
24929,Ford,Rare,Hatchback,Petrol,0
24930,Toyota,Auris,Hatchback,Diesel,0
24931,Renault,Megane,Sedan,Diesel,1
24932,Peugeot,307,Hatchback,Petrol,0
24933,Rover,Rare,Hatchback,Petrol,0
24934,Opel,Astra,Universal,Diesel,0
24935,Ford,Fusion,Sedan,Petrol,1
24936,Mercedes,B Class,Minivan,Diesel,1
24937,Mercedes,E Class,Sedan,Diesel,1
24938,Chevrolet,Rare,Crossover,Petrol,1
24939,Porsche,Cayenne,Crossover,Petrol,1
24940,Audi,A6,Universal,Diesel,1
24941,Audi,A6,Universal,Diesel,0
24942,Renault,Scenic,Minivan,Diesel,0
24943,Opel,Astra,Hatchback,Petrol,0
24944,Audi,80,Sedan,Diesel,0
24945,Dodge,Rare,Sedan,Petrol,0
24946,Honda,Accord,Sedan,Hybrid,1
24947,BMW,5 Series,Sedan,Diesel,0
24948,Toyota,Land Cruiser Prado,SUV,Petrol,1
24949,Citroen,Rare,Minivan,Diesel,0
24950,Toyota,Auris,Hatchback,Diesel,0
24951,Toyota,Auris,Hatchback,Hybrid,1
24952,Ford,Mondeo,Universal,Diesel,0
24953,Chrysler,Rare,Sedan,Petrol,1
24954,Volkswagen,Caddy,Minivan,Diesel,0
24955,Vaz,2107,Sedan,Petrol,0
24956,Volkswagen,Golf,Hatchback,Diesel,0
24957,Volkswagen,Passat,Universal,Diesel,0
24958,Toyota,Auris,Hatchback,Diesel,1
24959,Audi,A6,Universal,Diesel,1
24960,Opel,Combo,Minivan,Diesel,0
24961,Dacia,Logan,Universal,Diesel,0
24962,Hyundai,Rare,Minivan,Diesel,0
24963,Renault,Laguna,Universal,Diesel,0
24964,Skoda,Fabia,Hatchback,Petrol,0
24965,Mercedes,B Class,Hatchback,Metan/Propan,1
24966,BMW,3 Series,Sedan,Diesel,0
24967,Renault,Megane,Universal,Diesel,0
24968,Mazda,Rare,SUV,Petrol,1
24969,BMW,X3,SUV,Diesel,1
24970,Audi,A6,Universal,Diesel,0
24971,Lexus,Es Series,Sedan,Hybrid,1
24972,Volkswagen,Transporter,Microvan,Diesel,0
24973,Toyota,Auris,Universal,Diesel,0
24974,Mitsubishi,Outlander,Universal,Metan/Propan,0
24975,Volkswagen,Passat,Sedan,Diesel,0
24976,Volkswagen,Passat,Sedan,Metan/Propan,0
24977,Honda,Civic,Hatchback,Petrol,0
24978,Audi,100,Universal,Petrol,0
24979,Land Rover,Freelander,SUV,Metan/Propan,0
24980,Audi,80,Sedan,Diesel,0
24981,Opel,Vectra,Sedan,Metan/Propan,0
24982,Mazda,626,Hatchback,Metan/Propan,0
24983,BMW,X5,SUV,Metan/Propan,1
24984,Smart,Rare,Coupe,Petrol,1
24985,Opel,Astra,Minivan,Diesel,0
24986,KIA,Rare,Minivan,Metan/Propan,1
24987,Skoda,Octavia,Universal,Petrol,1
24988,Toyota,Land Cruiser,SUV,Metan/Propan,1
24989,Toyota,Auris,Hatchback,Diesel,0
24990,BMW,3 Series,Universal,Petrol,0
24991,Volkswagen,Passat,Sedan,Diesel,1
24992,Skoda,Superb,Sedan,Petrol,1
24993,Ford,Fusion,Universal,Diesel,0
24994,Mercedes,S Class,Sedan,Diesel,1
24995,BMW,5 Series,Sedan,Diesel,1
24996,Hyundai,Matrix,Universal,Diesel,0
24997,Volkswagen,Tiguan,SUV,Diesel,1
24998,Audi,Q5,Crossover,Petrol,1
24999,Dacia,Logan,Sedan,Petrol,0
25000,Skoda,Fabia,Hatchback,Diesel,0
25001,BMW,7 Series,Sedan,Diesel,1
25002,Volkswagen,Golf,Sedan,Diesel,0
25003,Peugeot,Rare,Sedan,Petrol,1
25004,Dacia,Logan Mcv,Universal,Diesel,0
25005,Renault,Megane,Universal,Diesel,0
25006,Toyota,Corolla,Hatchback,Petrol,0
25007,Toyota,Avensis,Universal,Diesel,0
25008,Porsche,Cayenne,SUV,Petrol,1
25009,Volkswagen,Jetta,Sedan,Petrol,0
25010,BMW,5 Series,Sedan,Diesel,1
25011,Volvo,Rare,Crossover,Diesel,1
25012,Skoda,Fabia,Minivan,Diesel,0
25013,Mercedes,Vito,Minivan,Diesel,0
25014,Skoda,Superb,Sedan,Petrol,1
25015,Volvo,XC90,SUV,Diesel,1
25016,Renault,Laguna,Sedan,Diesel,0
25017,Mercedes,Rare,SUV,Petrol,1
25018,Nissan,Rare,Hatchback,Diesel,0
25019,Volkswagen,Passat CC,Sedan,Petrol,1
25020,Mazda,323,Hatchback,Petrol,0
25021,Toyota,Auris,Hatchback,Hybrid,1
25022,Mercedes,E Class,Sedan,Diesel,1
25023,Honda,Accord,Sedan,Metan/Propan,0
25024,Land Rover,Range Rover,SUV,Diesel,1
25025,Renault,Megane,Universal,Diesel,0
25026,Zaz,Rare,Sedan,Petrol,0
25027,Porsche,Cayenne,SUV,Diesel,1
25028,Volkswagen,Tiguan,SUV,Diesel,0
25029,Opel,Astra,Universal,Metan/Propan,0
25030,Volkswagen,Transporter,Minivan,Diesel,0
25031,Opel,Combo,Minivan,Petrol,0
25032,BMW,5 Series,Sedan,Diesel,1
25033,Toyota,Land Cruiser Prado,SUV,Metan/Propan,1
25034,Opel,Rare,Minivan,Metan/Propan,0
25035,Volkswagen,Sharan,Minivan,Diesel,1
25036,Renault,Scenic,Minivan,Diesel,0
25037,Mercedes,E Class,Sedan,Diesel,1
25038,Ford,Fiesta,Hatchback,Petrol,0
25039,Volkswagen,Touareg,SUV,Diesel,1
25040,BMW,3 Series,Sedan,Diesel,0
25041,Peugeot,307,Hatchback,Diesel,0
25042,Renault,Megane,Hatchback,Diesel,0
25043,Mercedes,A Class,Hatchback,Petrol,0
25044,BMW,5 Series,Sedan,Petrol,0
25045,Volvo,Rare,Universal,Diesel,0
25046,BMW,5 Series,Sedan,Diesel,0
25047,Mazda,323,Sedan,Petrol,0
25048,Opel,Meriva,Microvan,Petrol,0
25049,Toyota,Corolla Verso,Universal,Diesel,0
25050,Nissan,Rare,Sedan,Metan/Propan,0
25051,Toyota,Auris,Hatchback,Diesel,0
25052,Opel,Rare,Hatchback,Petrol,0
25053,Skoda,Octavia,Universal,Petrol,0
25054,Nissan,Rare,Coupe,Petrol,0
25055,Chevrolet,Rare,Sedan,Hybrid,1
25056,Mercedes,E Class,Sedan,Diesel,0
25057,Vaz,2106,Sedan,Petrol,0
25058,BMW,X5,SUV,Diesel,1
25059,Toyota,Rare,SUV,Diesel,0
25060,Opel,Rare,Sedan,Petrol,0
25061,Hyundai,Getz,Hatchback,Petrol,0
25062,Audi,Rare,Coupe,Petrol,0
25063,Rare,Rare,SUV,Petrol,0
25064,Mercedes,C Class,Universal,Petrol,1
25065,Volvo,XC90,Sedan,Metan/Propan,1
25066,Mercedes,E Class,Sedan,Diesel,1
25067,Hyundai,Santa FE,SUV,Diesel,1
25068,Mercedes,E Class,Sedan,Metan/Propan,0
25069,Rare,Rare,Universal,Metan/Propan,0
25070,Mercedes,E Class,Sedan,Diesel,1
25071,Mercedes,E Class,Sedan,Diesel,1
25072,Volkswagen,Polo,Hatchback,Petrol,0
25073,Toyota,Auris,Hatchback,Diesel,0
25074,Rover,Rare,Sedan,Metan/Propan,0
25075,Ford,C-Max,Crossover,Hybrid,1
25076,Dacia,Logan,Minivan,Diesel,0
25077,Mercedes,S Class,Coupe,Metan/Propan,1
25078,Chevrolet,Rare,Universal,Metan/Propan,0
25079,Mercedes,E Class,Sedan,Hybrid,1
25080,Hyundai,Rare,Hatchback,Hybrid,1
25081,Hyundai,Tucson,Crossover,Diesel,1
25082,Hyundai,Santa FE,SUV,Diesel,1
25083,Hyundai,Tucson,Crossover,Diesel,1
25084,Hyundai,Santa FE,SUV,Diesel,1
25085,Hyundai,Santa FE,SUV,Diesel,1
25086,Hyundai,Santa FE,SUV,Diesel,1
25087,Hyundai,Santa FE,SUV,Diesel,1
25088,Hyundai,Santa FE,SUV,Diesel,1
25089,Hyundai,Santa FE,SUV,Diesel,1
25090,Hyundai,Altele,SUV,Diesel,1
25091,Hyundai,Altele,SUV,Diesel,1
25092,Hyundai,Santa FE,SUV,Diesel,1
25093,Hyundai,Rare,Sedan,Diesel,1
25094,Hyundai,Rare,Sedan,Diesel,1
25095,KIA,Sportage,Crossover,Diesel,1
25096,KIA,Rare,Minivan,Diesel,1
25097,KIA,Sorento,SUV,Diesel,1
25098,Hyundai,Rare,Sedan,Petrol,1
25099,Hyundai,Tucson,Crossover,Diesel,1
25100,Hyundai,Santa FE,SUV,Diesel,1
25101,Hyundai,Santa FE,SUV,Diesel,1
25102,Hyundai,Santa FE,SUV,Diesel,1
25103,Hyundai,Rare,Minivan,Diesel,1
25104,Ssangyong,Rare,Pickup,Diesel,1
25105,KIA,Optima,Sedan,Hybrid,1
25106,Hyundai,Santa FE,SUV,Diesel,1
25107,Hyundai,Altele,SUV,Diesel,1
25108,KIA,Altele,SUV,Diesel,1
25109,Hyundai,Santa FE,SUV,Diesel,1
25110,Hyundai,Santa FE,SUV,Diesel,1
25111,KIA,Optima,Sedan,Petrol,1
25112,Volkswagen,Golf,Hatchback,Petrol,1
25113,Dacia,Logan,Universal,Metan/Propan,1
25114,Nissan,Rare,SUV,Metan/Propan,1
25115,Citroen,Rare,Hatchback,Petrol,0
25116,BMW,Rare,Universal,Diesel,0
25117,Mitsubishi,Outlander,Crossover,Petrol,0
25118,Honda,Civic,Sedan,Hybrid,1
25119,Skoda,Octavia,Universal,Petrol,0
25120,Nissan,Qashqai+2,Crossover,Diesel,0
25121,Mercedes,E Class,Sedan,Diesel,1
25122,Seat,Rare,Sedan,Diesel,0
25123,Renault,Scenic,Hatchback,Petrol,0
25124,Mercedes,E Class,Sedan,Diesel,1
25125,Toyota,Auris,Hatchback,Diesel,0
25126,Ford,Fusion,Universal,Diesel,1
25127,Nissan,Rare,Sedan,Petrol,0
25128,Volkswagen,Golf,Hatchback,Petrol,0
25129,Honda,Civic,Hatchback,Petrol,0
25130,BMW,3 Series,Sedan,Petrol,0
25131,Mercedes,S Class,Sedan,Diesel,1
25132,Peugeot,206,Universal,Petrol,0
25133,Renault,Rare,Minivan,Metan/Propan,0
25134,BMW,5 Series,Sedan,Diesel,0
25135,Ford,C-Max,Universal,Diesel,0
25136,Vaz,Rare,SUV,Petrol,0
25137,Toyota,Corolla,Universal,Metan/Propan,0
25138,BMW,3 Series,Coupe,Petrol,0
25139,Nissan,Qashqai+2,SUV,Diesel,0
25140,Renault,Megane,Universal,Diesel,0
25141,Audi,A6,Sedan,Diesel,1
25142,Volkswagen,Touareg,SUV,Diesel,1
25143,Volkswagen,Tiguan,Crossover,Diesel,0
25144,Renault,Megane,Universal,Diesel,0
25145,Toyota,Auris,Hatchback,Petrol,0
25146,Nissan,Primera,Sedan,Petrol,0
25147,Opel,Astra,Universal,Petrol,0
25148,Ford,Kuga,Crossover,Diesel,1
25149,Mercedes,E Class,Sedan,Petrol,1
25150,Skoda,Octavia,Universal,Petrol,1
25151,BMW,7 Series,Sedan,Diesel,1
25152,Mercedes,Vito,Minivan,Diesel,0
25153,Peugeot,206,Sedan,Petrol,0
25154,Peugeot,Rare,Sedan,Metan/Propan,0
25155,Volkswagen,Polo,Hatchback,Petrol,0
25156,Mitsubishi,Outlander,SUV,Petrol,1
25157,Volkswagen,Golf,Universal,Petrol,0
25158,Renault,Laguna,Sedan,Metan/Propan,0
25159,Jeep,Rare,Universal,Diesel,1
25160,Opel,Zafira,Hatchback,Metan/Propan,0
25161,Nissan,Rare,Minivan,Metan/Propan,0
25162,Opel,Vectra,Universal,Metan/Propan,0
25163,Volkswagen,Golf,Universal,Petrol,0
25164,Dacia,Logan,Sedan,Petrol,0
25165,Toyota,Rav 4,SUV,Hybrid,1
25166,Peugeot,Rare,Universal,Diesel,0
25167,Ford,C-Max,Minivan,Petrol,0
25168,Volkswagen,Passat,Universal,Petrol,0
25169,Audi,A4,Sedan,Diesel,0
25170,Honda,Accord,Sedan,Hybrid,1
25171,Chevrolet,Rare,Sedan,Petrol,0
25172,Opel,Insignia,Sedan,Petrol,0
25173,Chevrolet,Rare,Sedan,Petrol,0
25174,Opel,Vectra,Sedan,Petrol,0
25175,Honda,CR-V,SUV,Diesel,1
25176,KIA,Rare,Sedan,Petrol,0
25177,Volvo,Rare,Sedan,Petrol,1
25178,Mercedes,E Class,Sedan,Diesel,1
25179,Honda,Civic,Sedan,Petrol,0
25180,Renault,Megane,Universal,Diesel,0
25181,Mazda,626,Hatchback,Petrol,0
25182,Moskvich / Izh,Rare,Hatchback,Petrol,0
25183,Hyundai,ix35,Crossover,Diesel,1
25184,Dodge,Rare,Hatchback,Diesel,0
25185,Vaz,2107,Sedan,Petrol,0
25186,Audi,A6,Sedan,Petrol,0
25187,Renault,Megane,Universal,Diesel,0
25188,Opel,Insignia,Sedan,Petrol,0
25189,Dacia,Duster,SUV,Diesel,0
25190,Skoda,Superb,Sedan,Petrol,0
25191,BMW,5 Series,Sedan,Diesel,1
25192,Renault,Megane,Universal,Diesel,0
25193,Lexus,Es Series,Sedan,Hybrid,1
25194,Hyundai,Tucson,Crossover,Diesel,0
25195,Mitsubishi,Rare,Universal,Metan/Propan,1
25196,Honda,CR-V,Crossover,Petrol,0
25197,Peugeot,Rare,Sedan,Metan/Propan,1
25198,Opel,Astra,Universal,Diesel,0
25199,Toyota,Rare,Sedan,Petrol,0
25200,BMW,X5,SUV,Diesel,1
25201,BMW,X5,SUV,Petrol,1
25202,Volkswagen,Jetta,Sedan,Petrol,1
25203,Nissan,Almera,Sedan,Petrol,0
25204,Lexus,CT Series,Hatchback,Hybrid,1
25205,Vaz,Rare,Sedan,Petrol,0
25206,BMW,3 Series,Sedan,Diesel,1
25207,Volkswagen,Golf,Hatchback,Petrol,0
25208,GAZ,Rare,Sedan,Petrol,0
25209,BMW,5 Series,Sedan,Diesel,1
25210,Mitsubishi,Rare,SUV,Metan/Propan,1
25211,Mazda,Rare,Hatchback,Petrol,0
25212,Honda,Civic,Sedan,Petrol,1
25213,BMW,5 Series,Universal,Petrol,0
25214,BMW,5 Series,Sedan,Diesel,1
25215,Hyundai,ix35,Crossover,Diesel,0
25216,Volkswagen,Golf,Coupe,Petrol,0
25217,Peugeot,206,Universal,Diesel,0
25218,BMW,7 Series,Sedan,Metan/Propan,1
25219,Renault,Grand Scenic,Minivan,Diesel,0
25220,Skoda,Superb,Sedan,Diesel,1
25221,Toyota,Rav 4,SUV,Hybrid,1
25222,Vaz,Rare,Sedan,Petrol,0
25223,Audi,A5,Sedan,Petrol,1
25224,Honda,CR-V,Crossover,Hybrid,1
25225,Nissan,Qashqai,Crossover,Diesel,0
25226,Lexus,RX Series,SUV,Metan/Propan,1
25227,Mercedes,E Class,Sedan,Diesel,0
25228,Ford,Kuga,Crossover,Diesel,0
25229,Fiat,Rare,Hatchback,Petrol,0
25230,Toyota,Rav 4,Crossover,Metan/Propan,1
25231,Volkswagen,Polo,Hatchback,Petrol,0
25232,BMW,X5,Crossover,Diesel,1
25233,Citroen,C3,Hatchback,Diesel,1
25234,Ford,Rare,Hatchback,Petrol,0
25235,BMW,5 Series,Sedan,Petrol,0
25236,Mazda,626,Sedan,Petrol,0
25237,Audi,Q5,SUV,Petrol,1
25238,Audi,A6,Sedan,Petrol,1
25239,Volkswagen,Caddy,Minivan,Diesel,0
25240,Opel,Altele,Coupe,Petrol,0
25241,Volkswagen,Transporter,Microvan,Diesel,0
25242,Citroen,Berlingo,Minivan,Diesel,0
25243,Opel,Rare,Sedan,Metan/Propan,1
25244,Mercedes,C Class,Sedan,Petrol,0
25245,Hyundai,Matrix,Minivan,Diesel,0
25246,Toyota,Auris,Hatchback,Petrol,0
25247,Opel,Zafira,Microvan,Metan/Propan,0
25248,Volvo,Rare,Sedan,Diesel,1
25249,Seat,Ibiza,Hatchback,Petrol,0
25250,Jaguar,Rare,Crossover,Diesel,1
25251,Audi,A4,Sedan,Diesel,0
25252,Honda,CR-V,Crossover,Petrol,1
25253,Opel,Astra,Universal,Petrol,0
25254,Nissan,Rare,Microvan,Petrol,0
25255,Toyota,Auris,Universal,Hybrid,1
25256,Toyota,Prius,Universal,Petrol,1
25257,Mercedes,C Class,Sedan,Metan/Propan,1
25258,Chrysler,Rare,Minivan,Petrol,1
25259,Ford,Mondeo,Sedan,Diesel,0
25260,Toyota,Avalon,Sedan,Hybrid,1
25261,Toyota,Auris,Hatchback,Diesel,0
25262,Audi,A8,Sedan,Diesel,1
25263,Citroen,Rare,Microvan,Metan/Propan,1
25264,Mercedes,C Class,Universal,Diesel,0
25265,Daihatsu,Rare,Hatchback,Petrol,0
25266,Volvo,XC60,Crossover,Diesel,1
25267,Volvo,XC60,SUV,Diesel,1
25268,Hyundai,Tucson,SUV,Petrol,1
25269,Peugeot,Rare,Sedan,Diesel,0
25270,Toyota,Auris,Hatchback,Diesel,0
25271,Moskvich / Izh,Altele,Combi,Petrol,0
25272,Zaz,Rare,Sedan,Petrol,0
25273,Moskvich / Izh,Rare,Sedan,Petrol,0
25274,Nissan,Juke,Hatchback,Petrol,1
