,Year,Distance,Engine_capacity(cm3),Price(euro)
13187,2015,174000.0,1598.0,11999.0
13188,2011,149000.0,1800.0,8850.0
13189,2013,103000.0,1500.0,5700.0
13190,1993,340000.0,2399.0,799.0
13191,2010,213442.0,1500.0,8200.0
13192,1999,200000.0,1899.0,2199.0
13193,2002,426000.0,2000.0,2500.0
13194,2016,158000.0,1500.0,12300.0
13195,1998,327000.0,1999.0,2699.0
13196,1995,200000.0,1800.0,1900.0
13197,2001,252000.0,1500.0,1700.0
13198,2002,282000.0,3000.0,5400.0
13199,2003,309000.0,2200.0,4500.0
13200,2009,183000.0,1400.0,5999.0
13201,2012,270000.0,200.0,14000.0
13202,2013,57000.0,1400.0,6850.0
13203,2014,110000.0,1200.0,9600.0
13204,2015,60000.0,2000.0,16900.0
13205,2012,69000.0,1600.0,9999.0
13206,1999,363700.0,1900.0,3000.0
13207,2001,2500.0,2200.0,2000.0
13208,2009,2100.0,1500.0,3800.0
13209,2011,200000.0,2000.0,16500.0
13210,2015,155000.0,1500.0,8600.0
13211,2014,230000.0,2000.0,14500.0
13212,2005,311249.0,3000.0,3600.0
13213,2005,244000.0,2000.0,7000.0
13214,2006,334000.0,2200.0,7700.0
13215,2005,260000.0,2000.0,5500.0
13216,2007,155000.0,2000.0,9500.0
13217,2014,185000.0,2500.0,17999.0
13218,2006,193000.0,2200.0,8200.0
13219,2016,50000.0,1500.0,6850.0
13220,2008,154000.0,1390.0,4400.0
13221,2006,144000.0,1240.0,4350.0
13222,1997,2555.0,2800.0,1599.0
13223,2008,250000.0,1297.0,4400.0
13224,2012,149000.0,2000.0,11000.0
13225,2013,227500.0,2000.0,18700.0
13226,2002,270000.0,1795.0,4499.0
13227,1991,45899.0,1700.0,1700.0
13228,2010,250000.0,1798.0,6500.0
13229,2009,247800.0,1800.0,7699.0
13230,2015,33000.0,1200.0,5450.0
13231,1990,34000.0,1780.0,1399.0
13232,2016,47400.0,1998.0,19500.0
13233,1996,280000.0,1600.0,1500.0
13234,2000,350000.0,3000.0,3200.0
13235,2003,167000.0,1800.0,1250.0
13236,2005,280000.0,1400.0,4900.0
13237,2014,160000.0,1200.0,5400.0
13238,2000,300000.0,1998.0,4000.0
13239,2014,124100.0,1999.0,10900.0
13240,2006,250000.0,2000.0,5999.0
13241,1996,314000.0,2000.0,1650.0
13242,2000,250000.0,1000.0,1000.0
13243,2007,170000.0,3000.0,7999.0
13244,2004,350000.0,1500.0,2850.0
13245,2011,153000.0,3000.0,14000.0
13246,2005,312000.0,1900.0,4200.0
13247,2006,210000.0,1998.0,4600.0
13248,2012,105000.0,1600.0,8600.0
13249,2003,250000.0,1800.0,5200.0
13250,2008,279050.0,1500.0,4250.0
13251,2003,2555.0,1500.0,14000.0
13252,2014,125000.0,1600.0,13500.0
13253,2009,213000.0,1400.0,8800.0
13254,2011,152000.0,1200.0,3900.0
13255,2015,94000.0,3604.0,46000.0
13256,2014,70000.0,3500.0,14800.0
13257,2013,210000.0,1500.0,7000.0
13258,2002,265000.0,200.0,1500.0
13259,2012,178000.0,2231.0,12450.0
13260,2015,198000.0,1500.0,11500.0
13261,2010,197000.0,2000.0,13900.0
13262,2008,176000.0,1990.0,2999.0
13263,2000,300099.0,2000.0,1650.0
13264,2017,40000.0,1800.0,12500.0
13265,1998,216000.0,2800.0,4100.0
13266,2005,125000.0,2400.0,1500.0
13267,2017,176000.0,1400.0,7499.0
13268,2003,200000.0,1800.0,3900.0
13269,2012,235000.0,1600.0,3500.0
13270,2005,165000.0,2500.0,5300.0
13271,2014,96000.0,2496.0,12500.0
13272,2009,168000.0,2000.0,7650.0
13273,2014,172000.0,1500.0,9400.0
13274,1990,200000.0,1800.0,1550.0
13275,2012,175000.0,1000.0,3750.0
13276,2007,169000.0,3000.0,4000.0
13277,2004,200000.0,2000.0,2999.0
13278,2011,203500.0,1800.0,7900.0
13279,2004,328000.0,2700.0,2500.0
13280,2003,250000.0,2000.0,2200.0
13281,2002,299000.0,1400.0,2000.0
13282,2012,160000.0,2000.0,16900.0
13283,2019,14000.0,1798.0,18549.0
13284,2011,215000.0,1248.0,6300.0
13285,2016,99097.0,1600.0,12230.0
13286,1986,321000.0,2000.0,1350.0
13287,2009,176000.0,1000.0,2650.0
13288,2009,240000.0,1400.0,4300.0
13289,1999,315000.0,2000.0,3050.0
13290,2011,168000.0,1984.0,9999.0
13291,1991,265800.0,1300.0,1090.0
13292,2002,300000.0,1900.0,2350.0
13293,1994,224631.0,1800.0,1350.0
13294,2017,91000.0,2000.0,14500.0
13295,2014,104768.0,3000.0,39999.0
13296,2009,260000.0,1400.0,6200.0
13297,2014,194000.0,2000.0,18700.0
13298,2002,133000.0,2200.0,2400.0
13299,2011,250000.0,1500.0,5500.0
13300,2016,135000.0,2496.0,12500.0
13301,2010,257500.0,1800.0,7300.0
13302,2008,78000.0,1300.0,5000.0
13303,1997,11111.0,1800.0,2750.0
13304,2015,89500.0,2500.0,14990.0
13305,2018,25000.0,1998.0,28990.0
13306,2019,32000.0,2000.0,14990.0
13307,2015,85000.0,1999.0,13600.0
13308,2015,80000.0,2000.0,10700.0
13309,2017,132000.0,1500.0,9000.0
13310,2017,95000.0,2000.0,25500.0
13311,2016,178591.0,1461.0,7610.0
13312,2016,80000.0,1950.0,31999.0
13313,2016,62000.0,2000.0,18950.0
13314,2011,193100.0,1200.0,4700.0
13315,2006,115000.0,1800.0,5200.0
13316,2001,320000.0,2400.0,1700.0
13317,2014,150000.0,1500.0,8500.0
13318,2014,136000.0,3000.0,33500.0
13319,2015,74754.0,2000.0,15000.0
13320,2016,113000.0,1600.0,12000.0
13321,2003,360000.0,3000.0,7500.0
13322,2015,193000.0,2000.0,13999.0
13323,2009,198000.0,1339.0,5700.0
13324,2016,54900.0,1400.0,9400.0
13325,2014,112000.0,2000.0,10500.0
13326,1991,125465.0,1600.0,1000.0
13327,2006,178000.0,3500.0,13500.0
13328,2007,380000.0,1800.0,3500.0
13329,2002,344000.0,2700.0,10000.0
13330,2016,85000.0,2000.0,29000.0
13331,2014,200000.0,1364.0,8900.0
13332,2012,200000.0,2000.0,10900.0
13333,1982,4588.0,1700.0,700.0
13334,2018,31000.0,2000.0,26500.0
13335,2000,20000.0,1400.0,2550.0
13336,2015,180000.0,1500.0,14200.0
13337,2012,290000.0,3500.0,19999.0
13338,2018,27000.0,2000.0,21000.0
13339,2003,165000.0,1400.0,3500.0
13340,2017,28861.0,1461.0,12250.0
13341,2012,226882.0,2000.0,13499.0
13342,2019,18951.0,1987.0,25450.0
13343,2018,173735.0,1461.0,15899.0
13344,2002,444444.0,2200.0,1350.0
13345,2017,78500.0,1500.0,22999.0
13346,2010,106000.0,1800.0,7200.0
13347,1986,124124.0,2000.0,800.0
13348,2006,225240.0,1400.0,2400.0
13349,2017,20000.0,2000.0,17950.0
13350,2015,93000.0,1200.0,10950.0
13351,2013,82000.0,2000.0,17350.0
13352,2013,110500.0,1998.0,11900.0
13353,1999,96000.0,1996.0,3500.0
13354,2012,135000.0,1400.0,7599.0
13355,2012,166000.0,1491.0,6550.0
13356,1996,456258.0,2000.0,3200.0
13357,2017,83000.0,1998.0,22500.0
13358,2008,235484.0,2200.0,9500.0
13359,2011,240000.0,1600.0,8700.0
13360,2014,162000.0,1500.0,6700.0
13361,1996,300000.0,2000.0,3500.0
13362,2014,163000.0,1500.0,12000.0
13363,2008,200000.0,3000.0,13000.0
13364,2014,126000.0,1400.0,10000.0
13365,2013,134000.0,2200.0,15000.0
13366,1984,90000.0,1400.0,850.0
13367,2008,288000.0,3000.0,11800.0
13368,2011,206000.0,1199.0,4600.0
13369,2001,380000.0,2000.0,5100.0
13370,2011,200000.0,1300.0,6450.0
13371,2009,169800.0,1600.0,4900.0
13372,2017,143000.0,1499.0,8200.0
13373,2001,295000.0,1900.0,1700.0
13374,2007,172000.0,3000.0,12500.0
13375,2000,245000.0,1800.0,2300.0
13376,2017,27500.0,1500.0,13700.0
13377,2007,2222.0,1400.0,2000.0
13378,2011,201000.0,1400.0,5750.0
13379,2003,230000.0,1998.0,5000.0
13380,2014,210000.0,2000.0,13000.0
13381,2001,295000.0,1900.0,3950.0
13382,1993,200000.0,1795.0,1500.0
13383,1997,215000.0,1800.0,1550.0
13384,2014,273000.0,2000.0,15300.0
13385,2015,156000.0,1600.0,12700.0
13386,2003,245000.0,2200.0,4700.0
13387,2010,74000.0,1200.0,5300.0
13388,2016,88000.0,1998.0,11000.0
13389,2006,238000.0,1984.0,5100.0
13390,2011,73250.0,2400.0,10500.0
13391,1993,111111.0,2000.0,2200.0
13392,2007,228600.0,1400.0,6199.0
13393,2015,92000.0,2000.0,16800.0
13394,2017,25000.0,1400.0,7777.0
13395,2015,162000.0,2000.0,13800.0
13396,2012,167000.0,1500.0,5999.0
13397,2017,31000.0,999.0,7500.0
13398,2011,169000.0,1300.0,5500.0
13399,2006,259000.0,1600.0,5500.0
13400,2011,173296.0,1400.0,6250.0
13401,2012,207000.0,1400.0,4650.0
13402,2016,88000.0,2000.0,34500.0
13403,1991,11111.0,1997.0,2200.0
13404,2007,243000.0,2000.0,6800.0
13405,2017,113000.0,2000.0,15000.0
13406,2016,162000.0,2200.0,20999.0
13407,2005,233300.0,2000.0,6200.0
13408,2014,149000.0,1600.0,9950.0
13409,2004,270000.0,1500.0,2450.0
13410,1991,250000.0,1600.0,850.0
13411,2014,92877.0,2000.0,15000.0
13412,2006,230000.0,1600.0,5650.0
13413,2014,80000.0,2000.0,14500.0
13414,2005,250000.0,3000.0,9800.0
13415,2009,268000.0,2000.0,8300.0
13416,2010,163658.0,1800.0,7499.0
13417,2011,242000.0,2200.0,14200.0
13418,2012,330000.0,2000.0,11850.0
13419,2008,320000.0,2700.0,12200.0
13420,2001,289000.0,3200.0,5000.0
13421,2014,190000.0,1500.0,5400.0
13422,2012,169358.0,1400.0,7400.0
13423,2003,200000.0,4400.0,9500.0
13424,2010,171400.0,1500.0,7999.0
13425,2014,40000.0,3600.0,16000.0
13426,2008,166199.0,1600.0,7500.0
13427,1995,40000.0,2000.0,1250.0
13428,2008,130000.0,3000.0,15500.0
13429,2007,175000.0,1800.0,8300.0
13430,2016,149000.0,1800.0,10900.0
13431,2007,420000.0,2200.0,9300.0
13432,2006,333000.0,3000.0,8200.0
13433,2010,265000.0,2000.0,8800.0
13434,2016,61000.0,3000.0,47000.0
13435,2006,270123.0,3500.0,9200.0
13436,2005,280000.0,3000.0,3500.0
13437,1989,270000.0,1600.0,1600.0
13438,2005,211000.0,4400.0,8000.0
13439,2015,191000.0,1995.0,17950.0
13440,2013,128000.0,3456.0,25700.0
13441,2020,24000.0,1600.0,18500.0
13442,2011,168000.0,1500.0,5999.0
13443,2017,42000.0,1500.0,15999.0
13444,2009,238000.0,1798.0,6900.0
13445,2004,350000.0,1900.0,2600.0
13446,2009,285000.0,1364.0,6000.0
13447,2018,199200.0,1400.0,8300.0
13448,2001,210665.0,1298.0,1400.0
13449,2009,200000.0,1800.0,8000.0
13450,2010,111111.0,2200.0,10850.0
13451,1995,11111.0,2000.0,1950.0
13452,2011,96000.0,1600.0,8000.0
13453,1987,140000.0,1500.0,1000.0
13454,2017,92000.0,2000.0,23999.0
13455,1991,290850.0,1796.0,3500.0
13456,2013,190000.0,2000.0,14900.0
13457,2016,136000.0,1700.0,13899.0
13458,1991,200000.0,2000.0,1600.0
13459,2010,180000.0,1500.0,7200.0
13460,2008,265000.0,1600.0,5200.0
13461,2001,165000.0,1900.0,1700.0
13462,2017,52000.0,1800.0,10000.0
13463,2007,200000.0,1422.0,5000.0
13464,2005,112000.0,1600.0,3750.0
13465,1993,55663.0,1600.0,501.0
13466,2004,280000.0,2500.0,3400.0
13467,2018,72000.0,2000.0,36000.0
13468,2007,108000.0,2700.0,7700.0
13469,1991,318000.0,2500.0,2700.0
13470,2010,154600.0,3498.0,15300.0
13471,2016,120500.0,1798.0,12200.0
13472,2008,350536.0,1998.0,6555.0
13473,2008,260000.0,1200.0,1917.0
13474,2009,300000.0,1200.0,2900.0
13475,1986,97400.0,1300.0,10000.0
13476,2002,405000.0,2200.0,4300.0
13477,2005,320000.0,1600.0,4000.0
13478,2014,128000.0,2200.0,17200.0
13479,2015,45000.0,2000.0,18500.0
13480,2001,265000.0,1500.0,1250.0
13481,2007,224139.0,1968.0,6350.0
13482,2001,470000.0,2148.0,4600.0
13483,2001,249000.0,1996.0,3099.0
13484,2007,144000.0,3495.0,11999.0
13485,2011,117000.0,1300.0,5200.0
13486,2018,100000.0,1500.0,13900.0
13487,2011,80000.0,1800.0,8500.0
13488,2014,105000.0,2200.0,28200.0
13489,2009,192000.0,1300.0,7000.0
13490,2016,174862.0,2143.0,27900.0
13491,2002,6350.0,1300.0,2000.0
13492,2016,153000.0,2500.0,19800.0
13493,2005,187300.0,1300.0,3600.0
13494,1994,234000.0,1798.0,1499.0
13495,2005,187000.0,1300.0,3600.0
13496,2016,155000.0,1600.0,13400.0
13497,2013,118000.0,1600.0,6850.0
13498,2014,147000.0,1600.0,11700.0
13499,2014,81000.0,2000.0,11000.0
13500,2000,3000.0,2500.0,1000.0
13501,2015,190000.0,1700.0,11900.0
13502,2004,200000.0,1500.0,1200.0
13503,2011,220000.0,1200.0,4500.0
13504,2009,125000.0,1200.0,3700.0
13505,1976,37364.0,1450.0,2500.0
13506,2009,181000.0,1400.0,4490.0
13507,2011,200000.0,1461.0,5350.0
13508,2009,200000.0,1400.0,4750.0
13509,2014,203458.0,2143.0,18500.0
13510,1998,450000.0,2500.0,5650.0
13511,1992,258852.0,2300.0,766.0
13512,1990,123456.0,1380.0,600.0
13513,2009,230000.0,1500.0,5499.0
13514,2011,189000.0,3000.0,21500.0
13515,2013,90000.0,1998.0,14999.0
13516,2016,100000.0,1600.0,19500.0
13517,2002,360000.0,3600.0,3800.0
13518,2006,262000.0,1600.0,3700.0
13519,2015,35000.0,2000.0,15400.0
13520,2013,110850.0,2700.0,25800.0
13521,2001,252000.0,1600.0,2350.0
13522,2005,235000.0,1499.0,2499.0
13523,1996,172000.0,1400.0,1350.0
13524,2006,178744.0,3000.0,19999.0
13525,2013,98000.0,1400.0,9999.0
13526,2015,142000.0,2000.0,12500.0
13527,2005,245000.0,1392.0,2300.0
13528,2008,300000.0,1400.0,1700.0
13529,2000,290000.0,1400.0,3200.0
13530,2008,290000.0,2223.0,5550.0
13531,2009,270000.0,1800.0,5950.0
13532,2017,110000.0,1400.0,12000.0
13533,2021,925.0,1995.0,59900.0
13534,2018,29000.0,1998.0,34500.0
13535,2007,148000.0,1400.0,5700.0
13536,2005,277000.0,1595.0,4400.0
13537,2017,143000.0,3000.0,40999.0
13538,2015,89000.0,1991.0,12100.0
13539,2016,180000.0,2000.0,32000.0
13540,2010,230000.0,1500.0,5999.0
13541,1992,280697.0,1800.0,1800.0
13542,2013,114000.0,1400.0,6200.0
13543,2004,150000.0,1600.0,3200.0
13544,2016,130000.0,2000.0,23900.0
13545,2013,242000.0,1500.0,6200.0
13546,2013,1680.0,1400.0,9000.0
13547,2017,170000.0,2000.0,29000.0
13548,2005,200000.0,1200.0,2200.0
13549,2012,230008.0,3000.0,28500.0
13550,2013,157000.0,1400.0,8900.0
13551,2005,250000.0,1000.0,2200.0
13552,2012,78000.0,1600.0,8500.0
13553,2015,196000.0,1000.0,7500.0
13554,2004,213000.0,2500.0,6500.0
13555,2006,220000.0,1900.0,3499.0
13556,2017,52000.0,1400.0,17300.0
13557,2008,280000.0,1500.0,3900.0
13558,2010,220000.0,2498.0,7900.0
13559,2013,119000.0,1395.0,9200.0
13560,2009,200000.0,2000.0,13800.0
13561,2004,322000.0,1300.0,2800.0
13562,2001,11111.0,800.0,850.0
13563,2007,91000.0,1600.0,3800.0
13564,2012,91300.0,1400.0,7400.0
13565,1998,300000.0,2500.0,3700.0
13566,2011,240000.0,3000.0,25999.0
13567,1994,344444.0,1800.0,2550.0
13568,2014,139000.0,2200.0,16900.0
13569,2009,251735.0,1400.0,6500.0
13570,2016,97000.0,1967.0,22000.0
13571,2003,320000.0,1900.0,2499.0
13572,2005,300000.0,1900.0,2500.0
13573,2015,170000.0,2993.0,24500.0
13574,2008,250000.0,2000.0,8000.0
13575,1988,240000.0,1700.0,1200.0
13576,2017,9460.0,1500.0,18800.0
13577,2012,220000.0,2200.0,14999.0
13578,2009,180000.0,1500.0,4200.0
13579,2017,96000.0,1400.0,11000.0
13580,2000,320000.0,2790.0,12500.0
13581,2011,202700.0,3000.0,19199.0
13582,2015,128312.0,1200.0,5500.0
13583,2014,103000.0,1500.0,10800.0
13584,2017,201000.0,1499.0,13550.0
13585,2006,195000.0,1800.0,5200.0
13586,1995,260000.0,1870.0,1150.0
13587,2005,166000.0,4700.0,20000.0
13588,1996,350000.0,1600.0,900.0
13589,2000,234000.0,1400.0,1800.0
13590,2015,122000.0,3000.0,38499.0
13591,2008,250000.0,1600.0,4600.0
13592,1999,300000.0,1900.0,1700.0
13593,1999,330000.0,1600.0,2700.0
13594,2009,200000.0,1600.0,6000.0
13595,2018,120000.0,2000.0,31999.0
13596,2011,200000.0,1500.0,6400.0
13597,2007,300000.0,2400.0,12400.0
13598,2007,185000.0,1400.0,3000.0
13599,2016,119000.0,2967.0,25000.0
13600,2018,132000.0,1995.0,32500.0
13601,2005,280000.0,1796.0,2950.0
13602,2018,109000.0,2000.0,28500.0
13603,2008,47500.0,1400.0,2600.0
13604,2011,284600.0,1600.0,1800.0
13605,2011,190000.0,2500.0,11500.0
13606,2020,5401.0,2497.0,67400.0
13607,2015,145410.0,1400.0,11000.0
13608,2014,220000.0,2200.0,17800.0
13609,2008,285000.0,2200.0,8000.0
13610,2008,205455.0,1800.0,8950.0
13611,2014,215000.0,1968.0,13400.0
13612,2011,294000.0,2200.0,9600.0
13613,2012,142500.0,1600.0,6950.0
13614,2015,90000.0,1800.0,9850.0
13615,2019,18000.0,2993.0,75000.0
13616,2013,196500.0,1984.0,14999.0
13617,2011,190000.0,2000.0,12999.0
13618,2010,189000.0,1500.0,3700.0
13619,2015,90000.0,2400.0,17000.0
13620,2013,105000.0,1400.0,8500.0
13621,2001,295000.0,2300.0,3500.0
13622,2014,150000.0,1600.0,7000.0
13623,2015,115000.0,2494.0,28500.0
13624,2017,122000.0,3000.0,27300.0
13625,2016,141000.0,1500.0,6600.0
13626,2013,98000.0,1396.0,7300.0
13627,2010,156000.0,1390.0,8100.0
13628,2009,150000.0,1500.0,3500.0
13629,2002,125000.0,4500.0,25000.0
13630,2002,196000.0,4200.0,5900.0
13631,2007,247000.0,2200.0,10999.0
13632,2016,67000.0,1998.0,14300.0
13633,2014,162000.0,1245.0,6900.0
13634,2003,270000.0,1900.0,2250.0
13635,2007,253500.0,2499.0,10000.0
13636,2016,158714.0,1422.0,7999.0
13637,2011,141000.0,1600.0,7999.0
13638,2010,220000.0,3000.0,18999.0
13639,2002,455000.0,1897.0,75000.0
13640,2015,184000.0,2179.0,19000.0
13641,2013,113000.0,898.0,4499.0
13642,2017,87000.0,3000.0,38900.0
13643,2015,115000.0,2000.0,16800.0
13644,2008,222222.0,1400.0,1050.0
13645,2011,179000.0,2000.0,14999.0
13646,2008,202000.0,2700.0,14800.0
13647,2004,247350.0,3936.0,10200.0
13648,2010,285000.0,2200.0,22800.0
13649,2007,130123.0,1200.0,3099.0
13650,2012,100000.0,2000.0,10200.0
13651,2003,62000.0,1451.0,1100.0
13652,2010,85000.0,1400.0,4900.0
13653,2013,103000.0,1400.0,8890.0
13654,2015,207000.0,1995.0,16400.0
13655,2001,156000.0,1800.0,1600.0
13656,2010,160000.0,1400.0,4000.0
13657,2014,53000.0,1598.0,9700.0
13658,2004,270000.0,1999.0,3900.0
13659,2012,188000.0,1200.0,4950.0
13660,2003,255676.0,3000.0,4400.0
13661,2014,163000.0,1390.0,10300.0
13662,2011,263000.0,1984.0,10250.0
13663,2008,205000.0,1500.0,5000.0
13664,2009,290000.0,2000.0,3950.0
13665,2016,145700.0,1700.0,14000.0
13666,2002,111111.0,1600.0,3200.0
13667,2003,111111.0,1600.0,3500.0
13668,2005,228012.0,1596.0,3299.0
13669,1996,2750.0,1300.0,1900.0
13670,2015,45000.0,875.0,6500.0
13671,1999,252323.0,1200.0,1300.0
13672,2008,170000.0,1400.0,7750.0
13673,2011,187890.0,2200.0,7800.0
13674,2001,391000.0,220.0,4350.0
13675,2014,71885.0,2700.0,22600.0
13676,1993,99999.0,1600.0,800.0
13677,2010,30709.0,1500.0,3750.0
13678,2009,208000.0,1798.0,7800.0
13679,2002,336000.0,2500.0,4800.0
13680,2003,310000.0,2700.0,2200.0
13681,2003,270000.0,1398.0,3200.0
13682,2014,103890.0,1600.0,13650.0
13683,2012,160000.0,1600.0,5850.0
13684,2014,180000.0,1600.0,13900.0
13685,2004,94000.0,2000.0,4900.0
13686,2015,200631.0,1400.0,14800.0
13687,2011,128632.0,1300.0,4950.0
13688,2007,211000.0,2200.0,8750.0
13689,1994,198000.0,1600.0,800.0
13690,2014,210000.0,1597.0,8999.0
13691,2010,140000.0,1500.0,7500.0
13692,2016,128725.0,2000.0,6855.0
13693,2005,230000.0,4200.0,17500.0
13694,2007,128845.0,1400.0,5400.0
13695,2011,187000.0,1200.0,4800.0
13696,2012,185000.0,1500.0,6200.0
13697,2000,246500.0,2476.0,2999.0
13698,2013,145000.0,1200.0,8000.0
13699,2010,250000.0,1200.0,7000.0
13700,2012,150000.0,1800.0,7000.0
13701,2010,272234.0,2000.0,7000.0
13702,2002,288000.0,2200.0,3500.0
13703,1992,399998.0,2000.0,1150.0
13704,1993,300000.0,2000.0,1600.0
13705,2013,90000.0,1200.0,7500.0
13706,2005,335000.0,1600.0,2350.0
13707,2008,111111.0,1500.0,6600.0
13708,2003,250000.0,2900.0,2200.0
13709,2014,55500.0,1800.0,11700.0
13710,1980,10000.0,1100.0,800.0
13711,2009,162000.0,1400.0,6699.0
13712,1996,371258.0,3000.0,8900.0
13713,2012,260000.0,1800.0,8650.0
13714,1997,280000.0,2595.0,3300.0
13715,2004,270000.0,1600.0,3450.0
13716,2003,22300.0,3000.0,4000.0
13717,1997,280000.0,1800.0,1600.0
13718,2007,186000.0,1390.0,5300.0
13719,1993,221000.0,3200.0,5999.0
13720,2012,115000.0,200.0,11800.0
13721,2006,11111.0,1980.0,6500.0
13722,2006,282500.0,1998.0,6500.0
13723,2003,386000.0,1900.0,4200.0
13724,2003,300520.0,2500.0,5000.0
13725,1994,400000.0,2000.0,2200.0
13726,2004,160000.0,1800.0,5500.0
13727,2015,142000.0,3000.0,29900.0
13728,2012,145000.0,2000.0,12900.0
13729,2013,120000.0,2000.0,14999.0
13730,2021,14400.0,3000.0,98800.0
13731,2014,135400.0,2000.0,12900.0
13732,2020,23200.0,3000.0,67900.0
13733,2008,220000.0,2500.0,6500.0
13734,2017,140000.0,1500.0,8300.0
13735,2014,53000.0,2200.0,25500.0
13736,2018,93000.0,1998.0,27800.0
13737,2014,130000.0,1598.0,9500.0
13738,1995,330000.0,2998.0,7500.0
13739,2004,234578.0,1600.0,3300.0
13740,2016,160000.0,1400.0,7799.0
13741,2008,140000.0,1995.0,6700.0
13742,2016,110000.0,2000.0,17800.0
13743,2012,256000.0,2142.0,23200.0
13744,2002,225500.0,1800.0,1600.0
13745,2004,215400.0,1800.0,5500.0
13746,2008,26000.0,1400.0,4500.0
13747,2007,250000.0,1400.0,2300.0
13748,2007,260000.0,1400.0,3600.0
13749,2009,210000.0,1400.0,5900.0
13750,2018,28000.0,1500.0,13600.0
13751,2019,38000.0,1500.0,18900.0
13752,2000,300000.0,200.0,1200.0
13753,2010,190000.0,1200.0,4750.0
13754,2010,224300.0,1600.0,5999.0
13755,2014,130000.0,2200.0,25000.0
13756,2014,132000.0,898.0,4200.0
13757,1991,280000.0,1400.0,10000.0
13758,2016,105000.0,1998.0,18499.0
13759,1987,20000.0,2000.0,1700.0
13760,1994,118580.0,1800.0,1750.0
13761,2006,250000.0,1500.0,3200.0
13762,2011,150000.0,1390.0,7999.0
13763,2013,206279.0,1800.0,9200.0
13764,2007,175000.0,1600.0,6700.0
13765,2010,196000.0,1500.0,7000.0
13766,2006,151000.0,1400.0,4000.0
13767,2004,272000.0,1500.0,2600.0
13768,1991,298456.0,1300.0,800.0
13769,2011,157214.0,1250.0,3900.0
13770,2012,148000.0,1400.0,8500.0
13771,2014,215000.0,3000.0,24555.0
13772,1992,458003.0,1998.0,13000.0
13773,2012,116000.0,1400.0,5700.0
13774,2000,220000.0,1400.0,2100.0
13775,2000,308000.0,2000.0,2400.0
13776,1992,340000.0,2500.0,1600.0
13777,2013,200000.0,1400.0,8299.0
13778,2016,192000.0,2000.0,25399.0
13779,2009,123000.0,2000.0,4800.0
13780,1999,195000.0,1400.0,1450.0
13781,2009,123000.0,1900.0,4399.0
13782,1989,100000.0,1589.0,1000.0
13783,2012,187000.0,2000.0,7200.0
13784,2014,204000.0,2500.0,25900.0
13785,2001,330000.0,2000.0,4500.0
13786,1994,224539.0,1800.0,1450.0
13787,2010,215000.0,1500.0,4500.0
13788,2005,280000.0,1800.0,3490.0
13789,2003,277500.0,2900.0,2750.0
13790,2016,126000.0,2500.0,17490.0
13791,2012,231000.0,2000.0,13500.0
13792,2003,123456.0,2000.0,4000.0
13793,2002,123456.0,1900.0,2800.0
13794,2001,123456.0,1700.0,1800.0
13795,2004,342000.0,2700.0,2990.0
13796,2019,35000.0,1500.0,11500.0
13797,2017,49000.0,1461.0,10600.0
13798,1990,148000.0,2000.0,2000.0
13799,2012,235000.0,1500.0,6450.0
13800,2003,328745.0,2700.0,2900.0
13801,2011,200000.0,1400.0,7500.0
13802,2007,230000.0,1800.0,7499.0
13803,2001,390000.0,200.0,2500.0
13804,1992,284000.0,2000.0,2300.0
13805,2012,167000.0,1600.0,10000.0
13806,2006,243000.0,2480.0,6500.0
13807,2005,278000.0,1896.0,6500.0
13808,2007,397000.0,1800.0,3999.0
13809,2014,160000.0,1400.0,9500.0
13810,2011,180000.0,1500.0,5400.0
13811,2012,45000.0,3000.0,38000.0
13812,2008,260000.0,1600.0,4300.0
13813,2009,156000.0,1000.0,3000.0
13814,2011,215757.0,1800.0,8900.0
13815,2020,19900.0,1400.0,18500.0
13816,1999,300500.0,2499.0,2900.0
13817,2011,188000.0,1248.0,6400.0
13818,2002,380000.0,1899.0,4500.0
13819,2006,202000.0,1975.0,5999.0
13820,2005,203121.0,2000.0,2700.0
13821,2007,200000.0,1500.0,6999.0
13822,2007,305000.0,2500.0,10900.0
13823,2004,195000.0,1400.0,3550.0
13824,2020,10700.0,4000.0,95900.0
13825,2005,263500.0,1996.0,4100.0
13826,1993,240000.0,2000.0,1299.0
13827,2011,222000.0,1600.0,9900.0
13828,2008,144000.0,1400.0,4750.0
13829,1995,5432.0,2500.0,2300.0
13830,1995,170000.0,1400.0,3000.0
13831,1995,290000.0,2000.0,1750.0
13832,2003,11111.0,777.0,2300.0
13833,2010,158000.0,1600.0,2950.0
13834,2013,1800.0,2000.0,9000.0
13835,1993,300000.0,2000.0,2350.0
13836,1993,200000.0,1400.0,1400.0
13837,2010,225000.0,1500.0,4850.0
13838,2009,245000.0,200.0,9600.0
13839,2012,87000.0,1600.0,11999.0
13840,2004,225588.0,2500.0,3500.0
13841,1993,297600.0,1900.0,1600.0
13842,2004,190000.0,1600.0,3200.0
13843,2013,200700.0,1800.0,10300.0
13844,2004,273000.0,200.0,3900.0
13845,1994,200000.0,1800.0,1450.0
13846,2009,238600.0,1460.0,4600.0
13847,2004,170000.0,1400.0,3000.0
13848,2013,171000.0,1368.0,5995.0
13849,2010,135400.0,1598.0,5600.0
13850,2011,257000.0,1986.0,10550.0
13851,2015,220000.0,1500.0,9500.0
13852,2015,147000.0,1500.0,8500.0
