,Year,Distance,Engine_capacity(cm3),Price(euro)
2381,1995,450000.0,1991.0,2300.0
2382,2012,200100.0,3000.0,15000.0
2383,2016,152730.0,1500.0,6700.0
2384,2016,102000.0,1499.0,9200.0
2385,2017,156400.0,1500.0,11890.0
2386,2015,148300.0,1500.0,11990.0
2387,2013,98000.0,3000.0,19290.0
2388,2003,230000.0,1400.0,1800.0
2389,2009,90000.0,1900.0,7200.0
2390,2011,106000.0,2200.0,15200.0
2391,2015,139100.0,1499.0,11500.0
2392,2015,95000.0,1499.0,11500.0
2393,2016,130000.0,1499.0,11500.0
2394,2010,160058.0,1800.0,6500.0
2395,2003,285000.0,2200.0,7700.0
2396,2015,110300.0,1500.0,12450.0
2397,2001,200000.0,2500.0,12500.0
2398,2011,147000.0,3000.0,26500.0
2399,2005,240000.0,2500.0,8890.0
2400,2007,22000.0,2000.0,5800.0
2401,2012,270000.0,2200.0,11300.0
2402,2013,113000.0,2200.0,20999.0
2403,2008,192000.0,1300.0,5350.0
2404,2017,80000.0,1400.0,8800.0
2405,2016,107253.0,1500.0,7799.0
2406,2006,200000.0,1900.0,6300.0
2407,2004,214000.0,1800.0,3700.0
2408,2009,220000.0,2200.0,8990.0
2409,2006,210000.0,1600.0,3530.0
2410,2015,50700.0,1000.0,6150.0
2411,2017,92000.0,2000.0,29999.0
2412,2017,141200.0,1500.0,13990.0
2413,1996,250000.0,1800.0,2400.0
2414,2008,289114.0,1500.0,3999.0
2415,2000,261482.0,1400.0,1900.0
2416,2006,289000.0,2500.0,6950.0
2417,2014,78000.0,1600.0,6250.0
2418,2016,144300.0,1500.0,10750.0
2419,2014,121000.0,1300.0,8450.0
2420,2014,139600.0,1500.0,12990.0
2421,2015,128930.0,2199.0,23990.0
2422,1995,320000.0,2000.0,3700.0
2423,2016,113445.0,2199.0,22900.0
2424,2016,75000.0,1991.0,24400.0
2425,2019,5600.0,5000.0,95900.0
2426,2016,82000.0,2498.0,21990.0
2427,2011,270000.0,1256.0,4500.0
2428,2014,243000.0,1598.0,10750.0
2429,2015,190000.0,2200.0,19600.0
2430,2008,190000.0,1400.0,4700.0
2431,2008,190000.0,1300.0,4700.0
2432,2012,161000.0,1400.0,7600.0
2433,2006,257000.0,1800.0,3700.0
2434,2007,230110.0,1900.0,5300.0
2435,2011,181000.0,2200.0,13000.0
2436,2015,99000.0,2000.0,10999.0
2437,2005,255119.0,1400.0,3799.0
2438,2007,134000.0,2200.0,10199.0
2439,2011,139000.0,2200.0,12500.0
2440,2010,300000.0,1500.0,3300.0
2441,2006,237000.0,1400.0,3500.0
2442,2011,253000.0,1500.0,6700.0
2443,2014,241000.0,2000.0,16777.0
2444,2011,170000.0,1400.0,7890.0
2445,2013,174000.0,1300.0,6100.0
2446,2005,167736.0,1595.0,3799.0
2447,2010,189000.0,1400.0,6199.0
2448,2010,195000.0,4400.0,15990.0
2449,2014,279000.0,2200.0,17500.0
2450,2016,141202.0,1485.0,11950.0
2451,2016,182350.0,1422.0,7850.0
2452,2011,280000.0,1200.0,4500.0
2453,2016,120000.0,1800.0,11200.0
2454,2012,76000.0,1600.0,10750.0
2455,2013,151500.0,2700.0,19750.0
2456,2005,264620.0,1396.0,3400.0
2457,2016,73000.0,1329.0,8100.0
2458,2007,300000.0,1968.0,3500.0
2459,2014,164890.0,1461.0,12399.0
2460,2015,111000.0,1500.0,9900.0
2461,2008,330000.0,3000.0,9350.0
2462,2015,160600.0,1400.0,9300.0
2463,2012,129000.0,1339.0,7500.0
2464,2019,59680.0,2500.0,22900.0
2465,2017,190256.0,1591.0,9900.0
2466,2017,190000.0,1500.0,10490.0
2467,2015,121000.0,1200.0,6450.0
2468,2011,119000.0,1600.0,7999.0
2469,2015,123000.0,1600.0,12700.0
2470,2010,164000.0,1400.0,7499.0
2471,2006,276000.0,3000.0,10100.0
2472,2004,125000.0,2000.0,4850.0
2473,2016,67000.0,2000.0,21999.0
2474,2007,300000.0,2200.0,8499.0
2475,2008,230000.0,2000.0,10000.0
2476,2002,250000.0,2700.0,8100.0
2477,2009,235000.0,3000.0,7800.0
2478,2006,222500.0,1986.0,5900.0
2479,2014,153000.0,1200.0,5200.0
2480,2000,274000.0,2200.0,5290.0
2481,2000,296325.0,2200.0,2000.0
2482,2007,263236.0,1900.0,2499.0
2483,2006,161000.0,1400.0,4300.0
2484,2005,310000.0,1198.0,3000.0
2485,2013,168000.0,1200.0,4950.0
2486,2016,164000.0,1968.0,21999.0
2487,2008,234000.0,1200.0,3600.0
2488,2013,206000.0,1500.0,6999.0
2489,2009,255000.0,1500.0,3100.0
2490,2015,148600.0,1400.0,6590.0
2491,2015,201300.0,2000.0,16490.0
2492,2011,169796.0,1598.0,6299.0
2493,2016,107000.0,1500.0,12290.0
2494,2014,141000.0,4000.0,30500.0
2495,2004,84000.0,1300.0,4500.0
2496,2005,222500.0,1430.0,4250.0
2497,2011,178000.0,1400.0,5999.0
2498,2017,187500.0,1500.0,9444.0
2499,2016,205000.0,1600.0,12700.0
2500,2015,90600.0,1500.0,8500.0
2501,1997,240000.0,1600.0,2450.0
2502,1998,300000.0,2500.0,3400.0
2503,2011,215000.0,1984.0,15200.0
2504,2012,165800.0,1500.0,5200.0
2505,2008,215154.0,1500.0,4999.0
2506,2019,12525.0,1400.0,10700.0
2507,2011,225000.0,2200.0,12500.0
2508,1996,350653.0,1600.0,1598.0
2509,2013,109000.0,2000.0,11300.0
2510,2001,380000.0,1995.0,3900.0
2511,2005,250000.0,1400.0,6399.0
2512,2015,170000.0,1400.0,6350.0
2513,1999,330000.0,1995.0,2900.0
2514,2012,250000.0,1589.0,5999.0
2515,2015,225000.0,1461.0,5200.0
2516,2016,115000.0,2500.0,26500.0
2517,2006,260000.0,1500.0,6600.0
2518,2013,140000.0,1500.0,9750.0
2519,2015,178300.0,1499.0,8400.0
2520,2013,209000.0,2200.0,16700.0
2521,2015,184500.0,1499.0,8000.0
2522,2011,191400.0,1200.0,7000.0
2523,2013,150400.0,1390.0,7350.0
2524,2013,136000.0,3000.0,27500.0
2525,2015,177300.0,1499.0,8850.0
2526,2018,28000.0,2000.0,29000.0
2527,2010,176000.0,2200.0,12800.0
2528,2012,174700.0,1800.0,7850.0
2529,2018,37000.0,2000.0,20500.0
2530,1993,300000.0,2500.0,2450.0
2531,2013,173000.0,1461.0,6700.0
2532,2017,158000.0,2000.0,29000.0
2533,2014,185700.0,1461.0,8400.0
2534,2019,51000.0,1400.0,12500.0
2535,2011,201500.0,1400.0,5450.0
2536,2019,40000.0,1400.0,11900.0
2537,2014,170000.0,2000.0,14850.0
2538,2011,184300.0,1300.0,5850.0
2539,2010,178150.0,1461.0,5550.0
2540,2001,316300.0,2000.0,2800.0
2541,2006,285934.0,1600.0,4300.0
2542,2015,168100.0,1500.0,7450.0
2543,2017,155100.0,1500.0,11850.0
2544,2017,129100.0,1500.0,12750.0
2545,2017,157300.0,1500.0,12390.0
2546,2015,132000.0,2000.0,19350.0
2547,2001,380100.0,1598.0,4000.0
2548,2015,112000.0,1400.0,10950.0
2549,2013,178000.0,1500.0,6999.0
2550,2016,116000.0,2500.0,25900.0
2551,2015,220000.0,1600.0,14790.0
2552,2005,285000.0,1400.0,5400.0
2553,2008,200000.0,2200.0,6999.0
2554,2009,41000.0,1250.0,3950.0
2555,2009,215000.0,1595.0,4900.0
2556,2003,172589.0,1600.0,2700.0
2557,2011,101000.0,1300.0,5500.0
2558,1993,80000.0,1300.0,1299.0
2559,2011,105000.0,1800.0,13100.0
2560,2015,123500.0,1598.0,4999.0
2561,2010,200000.0,1800.0,7899.0
2562,2016,78722.0,1500.0,7499.0
2563,2016,139000.0,1500.0,7490.0
2564,2013,169000.0,1200.0,4850.0
2565,2012,158000.0,1300.0,5390.0
2566,2016,156000.0,2000.0,20990.0
2567,2011,195000.0,3000.0,22500.0
2568,2016,49000.0,1200.0,8490.0
2569,2014,189000.0,1500.0,6800.0
2570,2011,164000.0,1200.0,5490.0
2571,2007,279000.0,2200.0,9990.0
2572,2006,200000.0,1400.0,3299.0
2573,2010,118000.0,1400.0,3400.0
2574,2015,116000.0,1600.0,15750.0
2575,2013,179000.0,1400.0,8990.0
2576,2018,65000.0,2000.0,16900.0
2577,2013,182000.0,2200.0,16950.0
2578,2018,44000.0,2000.0,28990.0
2579,2016,87000.0,2000.0,9700.0
2580,2016,99000.0,1800.0,17250.0
2581,2008,184000.0,1800.0,5500.0
2582,2014,86000.0,1600.0,10950.0
2583,2011,195000.0,2200.0,12999.0
2584,2002,165000.0,2000.0,1599.0
2585,2011,69700.0,1998.0,9500.0
2586,2016,145000.0,1500.0,12900.0
2587,2011,166000.0,2000.0,12550.0
2588,2012,152000.0,1400.0,6700.0
2589,2012,101000.0,1700.0,7850.0
2590,2016,141000.0,1600.0,15200.0
2591,2012,165000.0,1400.0,5900.0
2592,2013,154000.0,1200.0,5550.0
2593,2014,168000.0,1600.0,11050.0
2594,2015,96000.0,2499.0,26999.0
2595,2015,80972.0,1995.0,17350.0
2596,2015,206000.0,1400.0,7999.0
2597,2009,125000.0,3000.0,23500.0
2598,2015,41000.0,4400.0,54990.0
2599,2009,189000.0,1400.0,6490.0
2600,2008,231003.0,3000.0,11999.0
2601,2010,260000.0,2000.0,15500.0
2602,2012,151000.0,1400.0,5490.0
2603,2011,165000.0,1586.0,6900.0
2604,2017,172000.0,1500.0,9200.0
2605,2015,212714.0,1995.0,14450.0
2606,2016,132000.0,1500.0,13750.0
2607,2016,63200.0,1220.0,6500.0
2608,2012,165000.0,1500.0,5990.0
2609,2013,148000.0,2000.0,12290.0
2610,2017,132000.0,2200.0,26500.0
2611,2012,162000.0,1400.0,7650.0
2612,2013,139000.0,1400.0,7350.0
2613,2016,148000.0,1500.0,14990.0
2614,2010,198000.0,1500.0,6300.0
2615,2016,24000.0,1200.0,10690.0
2616,2015,118000.0,1500.0,13499.0
2617,2019,41000.0,1996.0,47700.0
2618,1988,433000.0,2300.0,3999.0
2619,2016,51000.0,1498.0,14500.0
2620,2016,95000.0,3000.0,49900.0
2621,2014,129000.0,1400.0,13200.0
2622,2015,179000.0,1800.0,11450.0
2623,2011,179636.0,1300.0,5450.0
2624,2010,168000.0,1200.0,6400.0
2625,2008,204000.0,1400.0,4200.0
2626,2008,180000.0,1460.0,3600.0
2627,2009,150000.0,2400.0,9000.0
2628,2015,64000.0,3000.0,36990.0
2629,2012,215000.0,2400.0,14500.0
2630,2010,180000.0,2000.0,8999.0
2631,2014,173000.0,1799.0,12000.0
2632,2017,133500.0,1600.0,13995.0
2633,2011,216000.0,1200.0,4700.0
2634,2018,135200.0,1500.0,15999.0
2635,2015,90000.0,2700.0,23700.0
2636,2016,176500.0,2000.0,17999.0
2637,2004,222222.0,2700.0,4000.0
2638,2010,261000.0,1500.0,5300.0
2639,2013,178000.0,1461.0,8200.0
2640,1987,35000.0,1500.0,1600.0
2641,2004,145000.0,1200.0,3100.0
2642,1994,400000.0,4200.0,2200.0
2643,2013,101498.0,898.0,4499.0
2644,2004,280704.0,1896.0,6999.0
2645,2017,33000.0,1685.0,16800.0
2646,2010,275000.0,1200.0,4200.0
2647,2017,43000.0,1685.0,16800.0
2648,2015,282000.0,1500.0,11300.0
2649,2000,227000.0,1600.0,2400.0
2650,2019,15000.0,1300.0,24300.0
2651,1997,450000.0,2800.0,3100.0
2652,2011,146000.0,1500.0,6700.0
2653,1991,12467.0,1600.0,1200.0
2654,2016,124600.0,2400.0,24700.0
2655,2010,160000.0,1400.0,7199.0
2656,2005,300000.0,200.0,4800.0
2657,2010,150000.0,2000.0,4500.0
2658,2016,126000.0,1500.0,12999.0
2659,2002,289000.0,2184.0,2500.0
2660,2005,280000.0,1100.0,2000.0
2661,2014,154200.0,2000.0,14950.0
2662,2013,143000.0,1300.0,6800.0
2663,2016,156200.0,2400.0,21700.0
2664,2004,176139.0,1300.0,3100.0
2665,2012,158200.0,1400.0,8900.0
2666,1988,255555.0,2500.0,800.0
2667,2011,203657.0,1800.0,8300.0
2668,2010,221000.0,1600.0,8250.0
2669,2008,243000.0,1500.0,3650.0
2670,2018,15000.0,2000.0,18000.0
2671,2005,181570.0,1600.0,4200.0
2672,2011,293000.0,1800.0,11111.0
2673,2017,137653.0,1400.0,12900.0
2674,2002,148800.0,1600.0,1300.0
2675,2012,100000.0,1500.0,7990.0
2676,2004,220000.0,1400.0,2690.0
2677,2009,310000.0,2200.0,8700.0
2678,1993,200000.0,1800.0,980.0
2679,2018,99899.0,1798.0,17300.0
2680,2013,149313.0,1364.0,7900.0
2681,2010,235000.0,3000.0,16000.0
2682,2017,153255.0,1950.0,27700.0
2683,2014,166000.0,3000.0,24000.0
2684,2004,262154.0,2400.0,3999.0
2685,2017,164853.0,1000.0,3900.0
2686,2006,154000.0,2700.0,8700.0
2687,1994,293000.0,1600.0,2450.0
2688,1992,280000.0,1390.0,1000.0
2689,2008,121212.0,1400.0,1250.0
2690,2012,120100.0,2496.0,15700.0
2691,2007,199000.0,1998.0,7000.0
2692,1988,100000.0,1300.0,1000.0
2693,2007,228000.0,1500.0,3850.0
2694,2013,176000.0,2000.0,17200.0
2695,2012,205000.0,1796.0,4699.0
2696,2012,207184.0,1598.0,4799.0
2697,2015,153000.0,1500.0,12950.0
2698,2000,230000.0,1400.0,2150.0
2699,1993,360000.0,1600.0,1450.0
2700,1998,167686.0,4000.0,16700.0
2701,2006,245677.0,3000.0,15999.0
2702,2007,215000.0,1500.0,2790.0
2703,2010,199000.0,3000.0,17500.0
2704,2009,200000.0,2200.0,13900.0
2705,2011,190000.0,1500.0,5600.0
2706,2005,190000.0,1500.0,3300.0
2707,2003,275467.0,3000.0,2900.0
2708,2020,1800.0,900.0,8199.0
2709,2004,289000.0,1600.0,3250.0
2710,1996,225000.0,1800.0,1550.0
2711,2013,222000.0,1500.0,6999.0
2712,1991,201000.0,1270.0,1500.0
2713,2010,195776.0,1200.0,5700.0
2714,2015,232800.0,1400.0,8499.0
2715,2002,231000.0,1800.0,2000.0
2716,1989,111111.0,2000.0,1250.0
2717,2004,218000.0,1896.0,1950.0
2718,2016,88000.0,3500.0,33900.0
2719,2002,153000.0,1400.0,3250.0
2720,1993,250150.0,1800.0,1300.0
2721,2015,145700.0,1500.0,7950.0
2722,2014,181000.0,1500.0,6650.0
2723,2007,180000.0,1500.0,7490.0
2724,2009,210000.0,2000.0,8990.0
2725,2014,113000.0,1400.0,5990.0
2726,2013,74000.0,1200.0,7499.0
2727,2014,221700.0,2143.0,16900.0
2728,2016,182000.0,2000.0,16950.0
2729,2014,182600.0,2143.0,16600.0
2730,2015,215000.0,1500.0,6500.0
2731,2011,186000.0,1390.0,7200.0
2732,1997,253000.0,1900.0,1050.0
2733,2014,82000.0,2000.0,17250.0
2734,1991,246328.0,1600.0,1250.0
2735,1989,350000.0,1300.0,800.0
2736,2009,185300.0,1400.0,7000.0
2737,2008,206145.0,1390.0,4799.0
2738,2009,195000.0,1500.0,4990.0
2739,2011,320000.0,1600.0,3499.0
2740,2005,2003.0,1400.0,2750.0
2741,2009,150000.0,1400.0,5550.0
2742,2018,25500.0,2000.0,16300.0
2743,2009,150000.0,1400.0,5550.0
2744,2009,210000.0,1400.0,3400.0
2745,2008,213000.0,2700.0,12900.0
2746,2015,180000.0,2000.0,9900.0
2747,2004,255000.0,1400.0,4300.0
2748,2015,118000.0,2000.0,16490.0
2749,2007,318298.0,1465.0,2899.0
2750,2012,240000.0,2200.0,12499.0
2751,2014,198555.0,1500.0,9999.0
2752,2007,241000.0,1500.0,6800.0
2753,1994,257000.0,2000.0,650.0
2754,2011,160000.0,1400.0,7200.0
2755,2013,240000.0,1200.0,2800.0
2756,2016,135000.0,3000.0,55000.0
2757,2013,209325.0,1500.0,6450.0
2758,1997,270000.0,1780.0,2850.0
2759,2012,120000.0,2300.0,9999.0
2760,2014,162000.0,1600.0,6800.0
2761,2018,10500.0,1500.0,8150.0
2762,2013,111000.0,2000.0,13350.0
2763,2016,142000.0,1500.0,14650.0
2764,2010,182000.0,2000.0,12550.0
2765,2015,160000.0,1364.0,10399.0
2766,2012,100000.0,2300.0,9990.0
2767,2011,172864.0,1500.0,8250.0
2768,2018,67859.0,1500.0,7950.0
2769,1992,11111.0,1400.0,500.0
2770,1992,322412.0,1800.0,570.0
2771,2011,252000.0,1800.0,8000.0
2772,1996,257000.0,1800.0,1150.0
2773,2003,263518.0,2200.0,7700.0
2774,2004,302000.0,2400.0,5700.0
2775,2000,300000.0,1900.0,1300.0
2776,2012,139000.0,1700.0,12250.0
2777,2018,30000.0,1500.0,16800.0
2778,2012,198000.0,1800.0,10400.0
2779,2002,370000.0,2700.0,2250.0
2780,2003,270000.0,1400.0,2600.0
2781,2015,207000.0,2000.0,11200.0
2782,2014,115000.0,2000.0,14750.0
2783,2005,217000.0,2700.0,9900.0
2784,1985,93000.0,1600.0,3900.0
2785,1989,170000.0,2000.0,570.0
2786,2017,69000.0,2500.0,22999.0
2787,2002,109600.0,1250.0,2450.0
2788,2013,130000.0,2143.0,28000.0
2789,2013,210000.0,200.0,13500.0
2790,2008,265000.0,1300.0,2500.0
2791,2004,265000.0,1400.0,2400.0
2792,2015,160452.0,2000.0,14999.0
2793,2008,275000.0,1248.0,2500.0
2794,2017,92700.0,1000.0,11700.0
2795,2018,192541.0,1600.0,13999.0
2796,2011,196355.0,3000.0,21900.0
2797,2006,179145.0,2200.0,8000.0
2798,2014,120000.0,2500.0,17300.0
2799,2014,169000.0,2200.0,11990.0
2800,2012,180000.0,1400.0,10500.0
2801,1997,287000.0,2200.0,1700.0
2802,2017,120000.0,1456.0,12990.0
2803,2012,126450.0,1600.0,7350.0
2804,2015,179717.0,2000.0,12200.0
2805,2004,215000.0,2000.0,6400.0
2806,2017,153899.0,1500.0,11499.0
2807,2015,120000.0,1400.0,9000.0
2808,2007,278000.0,2000.0,6999.0
2809,2000,300000.0,1600.0,2500.0
2810,1981,32000.0,1300.0,3300.0
2811,2018,90000.0,1500.0,18500.0
2812,2015,188000.0,2000.0,16900.0
2813,2017,152000.0,2000.0,13999.0
2814,2013,130000.0,1600.0,8200.0
2815,2011,185000.0,3000.0,20900.0
2816,2015,109000.0,2000.0,14999.0
2817,2018,155000.0,1600.0,16800.0
2818,2010,110000.0,1400.0,5200.0
2819,2016,143000.0,1500.0,11350.0
2820,2014,69991.0,4500.0,31999.0
2821,2015,180000.0,1400.0,13500.0
2822,2019,114000.0,1500.0,14600.0
2823,2017,78000.0,1500.0,15200.0
2824,2003,207000.0,2000.0,4999.0
2825,2017,120000.0,1600.0,14999.0
2826,2013,85000.0,1400.0,9900.0
2827,2015,188000.0,2000.0,16900.0
2828,2015,177000.0,1500.0,8750.0
2829,2016,132000.0,1236.0,12999.0
2830,2016,132000.0,1300.0,12999.0
2831,2016,152000.0,1500.0,9350.0
2832,2016,152000.0,1500.0,9350.0
2833,2014,200000.0,2000.0,13800.0
2834,2013,67000.0,1500.0,7200.0
2835,2007,235000.0,1400.0,5300.0
2836,2019,29800.0,2500.0,24500.0
2837,2011,164367.0,1199.0,5000.0
2838,2018,154000.0,2000.0,22900.0
2839,2005,168000.0,1600.0,3400.0
2840,2008,247333.0,1400.0,5850.0
2841,2013,162000.0,1000.0,6490.0
2842,2018,74000.0,1500.0,13990.0
2843,2006,209400.0,2000.0,5350.0
2844,2010,195700.0,1400.0,7500.0
2845,2018,124700.0,1500.0,14990.0
2846,2008,61900.0,1300.0,6450.0
2847,2013,187000.0,3000.0,21999.0
2848,2015,209000.0,2000.0,27950.0
2849,2007,196000.0,1600.0,5850.0
2850,2010,251000.0,1600.0,4350.0
2851,2006,345000.0,1895.0,4500.0
2852,2008,146000.0,2400.0,8300.0
2853,2006,220000.0,1600.0,2700.0
2854,2012,76000.0,2000.0,17750.0
2855,1993,392222.0,1597.0,1300.0
2856,2015,177000.0,2500.0,14999.0
2857,2019,14000.0,1500.0,15500.0
2858,2012,167600.0,1300.0,5850.0
2859,2015,168000.0,1500.0,7780.0
2860,2008,185000.0,1600.0,6650.0
2861,2004,216000.0,4500.0,9900.0
2862,2011,146000.0,1000.0,4200.0
2863,2008,256000.0,2000.0,8350.0
2864,2013,175000.0,1500.0,6500.0
2865,2005,245800.0,3000.0,8200.0
2866,1989,61000.0,2400.0,6900.0
2867,2011,236000.0,2000.0,9500.0
2868,2018,25800.0,2000.0,14900.0
2869,2014,67000.0,2200.0,23900.0
2870,2013,197000.0,2000.0,7800.0
2871,2010,190000.0,1200.0,3950.0
2872,2000,316000.0,2500.0,3800.0
2873,1989,75000.0,1500.0,2300.0
2874,2011,174000.0,1400.0,7500.0
2875,2016,67000.0,2000.0,11999.0
2876,1993,62800.0,1500.0,1000.0
2877,2017,93000.0,1500.0,11500.0
2878,2000,245000.0,3000.0,6999.0
2879,2010,178000.0,1400.0,6500.0
2880,2012,208000.0,1800.0,9000.0
2881,2013,184000.0,1800.0,10999.0
2882,2010,148000.0,1200.0,6100.0
2883,2002,196000.0,1800.0,5700.0
2884,1999,260000.0,3000.0,4444.0
2885,2005,275000.0,1300.0,2300.0
2886,2005,210900.0,1500.0,3100.0
2887,2003,170000.0,1598.0,3000.0
2888,1996,300000.0,2000.0,2500.0
2889,2015,151000.0,1400.0,13999.0
2890,2010,380000.0,1900.0,7400.0
2891,2011,194000.0,2000.0,11600.0
2892,2012,149000.0,1600.0,9800.0
2893,2007,169500.0,1600.0,3750.0
2894,2016,96000.0,1400.0,13499.0
2895,2013,290000.0,1800.0,12200.0
2896,2006,245000.0,1900.0,6250.0
2897,2011,201700.0,1400.0,5700.0
2898,2013,132775.0,1600.0,11500.0
2899,2015,96000.0,1200.0,9990.0
2900,2016,156069.0,1995.0,17400.0
2901,2014,185700.0,1461.0,8500.0
2902,2012,174800.0,1800.0,7900.0
2903,2018,52000.0,1500.0,13999.0
2904,2010,195500.0,1400.0,7500.0
2905,2016,148600.0,3500.0,39000.0
2906,2006,224168.0,1598.0,4700.0
2907,2012,159500.0,2500.0,20999.0
2908,2000,230000.0,2000.0,4800.0
2909,2012,134600.0,1800.0,10599.0
2910,2016,169200.0,1422.0,7499.0
2911,2000,196000.0,1600.0,2750.0
2912,1993,30000.0,1300.0,1000.0
2913,2008,224000.0,2000.0,7800.0
2914,2008,193500.0,1500.0,3200.0
2915,2003,296000.0,1900.0,3650.0
2916,2006,300000.0,1400.0,2200.0
2917,2013,151000.0,1200.0,5450.0
2918,2015,168500.0,1800.0,12200.0
2919,2017,133000.0,1400.0,10999.0
2920,1980,83000.0,1200.0,1650.0
2921,2016,156000.0,2200.0,25900.0
2922,2013,202000.0,1800.0,9900.0
2923,2014,290000.0,2200.0,17500.0
2924,2014,112000.0,2400.0,14700.0
2925,2016,57000.0,5000.0,26900.0
2926,2017,127200.0,1500.0,13290.0
2927,2016,158200.0,1500.0,8950.0
2928,2018,48000.0,2000.0,29500.0
2929,2014,208352.0,1200.0,3200.0
2930,2002,223000.0,2000.0,4990.0
2931,1982,300000.0,1600.0,600.0
2932,2002,180000.0,2500.0,5900.0
2933,2014,201000.0,1800.0,11999.0
2934,2002,184000.0,2500.0,5650.0
2935,2003,265412.0,1400.0,4700.0
2936,2000,380000.0,1998.0,3500.0
2937,2008,224565.0,2000.0,9000.0
2938,2018,153000.0,1500.0,14999.0
2939,2000,340000.0,2000.0,1900.0
2940,1992,87000.0,1600.0,400.0
2941,1994,400000.0,1798.0,1650.0
2942,2009,1800.0,1500.0,1200.0
2943,2011,206000.0,3500.0,19700.0
2944,2009,300000.0,1500.0,3200.0
2945,2014,176185.0,1364.0,7800.0
2946,2015,160100.0,1500.0,11790.0
2947,2017,158000.0,1600.0,12500.0
2948,2013,114000.0,2000.0,13450.0
2949,2012,133200.0,1500.0,6950.0
2950,1989,92000.0,2400.0,6900.0
2951,2014,166100.0,1500.0,7250.0
2952,1998,356000.0,2000.0,4600.0
2953,2018,149000.0,2000.0,30900.0
2954,2016,9955.0,2500.0,20500.0
2955,2010,180000.0,1400.0,4500.0
2956,2006,260200.0,4000.0,10400.0
2957,2011,161300.0,1400.0,7700.0
2958,2019,19000.0,1800.0,15490.0
2959,2016,169000.0,2000.0,19900.0
2960,1986,229000.0,1800.0,2500.0
2961,1997,210700.0,1400.0,1600.0
2962,2012,190000.0,1500.0,7499.0
2963,2008,288540.0,1339.0,4900.0
2964,2017,152000.0,1500.0,11800.0
2965,2006,207739.0,1900.0,4999.0
2966,2018,88345.0,1500.0,16999.0
2967,2003,430000.0,1900.0,1500.0
2968,2017,134000.0,2000.0,13299.0
2969,2017,156400.0,1500.0,11890.0
2970,2012,199000.0,1200.0,5790.0
2971,2007,274000.0,2000.0,4450.0
2972,1997,300000.0,2000.0,2300.0
2973,2018,41000.0,1500.0,16999.0
2974,2006,199000.0,1600.0,3199.0
2975,2013,147100.0,1400.0,11500.0
2976,2007,165000.0,2400.0,8400.0
2977,2018,164000.0,1500.0,11900.0
2978,1996,280000.0,1900.0,2500.0
2979,2005,305000.0,1800.0,4799.0
2980,2002,260000.0,1800.0,2990.0
2981,2010,159039.0,1789.0,6999.0
2982,2011,148000.0,1390.0,8400.0
2983,2011,236000.0,1400.0,4750.0
2984,2001,45000.0,1700.0,1500.0
2985,2016,183000.0,1390.0,13300.0
2986,2004,340000.0,2000.0,2150.0
2987,2012,129000.0,3500.0,25500.0
2988,2015,245117.0,1200.0,3799.0
2989,2010,158000.0,1300.0,5250.0
2990,2015,84000.0,2500.0,19999.0
2991,2015,152700.0,1500.0,12350.0
2992,2008,248000.0,1596.0,4999.0
2993,2018,8000.0,1600.0,10300.0
2994,2014,96210.0,1600.0,5199.0
2995,2008,194000.0,2500.0,10700.0
2996,2009,217000.0,2000.0,7200.0
2997,2010,2536.0,1500.0,7800.0
2998,2001,266112.0,3000.0,6999.0
2999,2005,199821.0,1700.0,5300.0
3000,2018,15000.0,1200.0,12000.0
3001,1993,337694.0,2000.0,650.0
3002,2004,23000.0,2000.0,3100.0
3003,1991,25000.0,1300.0,550.0
3004,2015,161000.0,1800.0,11999.0
3005,2013,195000.0,1461.0,6500.0
3006,2015,185000.0,1400.0,13500.0
3007,2005,217800.0,2700.0,4800.0
3008,2013,177000.0,1500.0,7350.0
3009,2009,165000.0,2995.0,14800.0
3010,2014,130000.0,1248.0,4900.0
3011,2016,151800.0,1500.0,11950.0
3012,2016,144300.0,1500.0,10750.0
3013,2014,254000.0,1500.0,6750.0
3014,2017,190000.0,2000.0,18600.0
3015,1994,300000.0,2000.0,1900.0
3016,1995,420000.0,200.0,2500.0
3017,2011,191000.0,1800.0,8200.0
3018,2018,38000.0,2000.0,16300.0
3019,2008,220000.0,1500.0,2500.0
3020,2005,230000.0,1399.0,4299.0
3021,2016,113200.0,1500.0,12890.0
3022,2013,164967.0,2000.0,14000.0
3023,1999,300000.0,2200.0,2750.0
3024,2005,360000.0,2200.0,7400.0
3025,1991,407000.0,1900.0,3600.0
3026,2006,320000.0,2200.0,7300.0
3027,2015,105000.0,3000.0,49990.0
3028,2016,154000.0,2500.0,29999.0
3029,2014,45000.0,999.0,5500.0
3030,2008,181321.0,2000.0,7999.0
3031,2012,98074.0,1999.0,10499.0
3032,2011,145348.0,3000.0,26000.0
3033,2007,300000.0,2200.0,8000.0
3034,2011,128240.0,1390.0,8800.0
3035,2018,174768.0,1582.0,13900.0
3036,2010,273000.0,1400.0,5500.0
3037,2015,123500.0,2000.0,11900.0
3038,1996,200000.0,1300.0,1900.0
3039,2006,260000.0,1500.0,1800.0
3040,2015,67752.0,1798.0,10000.0
3041,2015,158000.0,2000.0,15600.0
3042,2001,11111.0,2200.0,4000.0
3043,2001,300000.0,1900.0,2500.0
3044,2016,110000.0,2200.0,21800.0
3045,2014,200000.0,2200.0,19700.0
3046,2007,120000.0,1300.0,4999.0
