,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
29572,52,2,1997,10,18800.0,1600.0,4,0,3700.0,752.0
29573,50,45,2003,6,270000.0,1600.0,4,0,4100.0,14210.526315789473
29574,53,88,1994,10,248520.0,2000.0,4,0,2400.0,8875.714285714286
29575,3,17,2003,11,369000.0,2496.0,0,1,4300.0,19421.052631578947
29576,4,101,2015,10,78000.0,3000.0,4,1,42000.0,11142.857142857143
29577,23,101,2005,10,20000.0,2000.0,0,0,900.0,1176.4705882352941
29578,37,122,1991,4,285000.0,1598.0,4,0,1400.0,9193.548387096775
29579,45,50,2008,11,206300.0,1422.0,0,0,4700.0,14735.714285714286
29580,32,48,2004,11,385000.0,2700.0,0,1,4300.0,21388.88888888889
29581,37,23,2009,11,20000.0,1300.0,0,0,4900.0,1538.4615384615386
29582,23,101,2007,10,88000.0,2720.0,0,1,11999.0,5866.666666666667
29583,3,17,2001,11,300000.0,2500.0,0,0,4500.0,14285.714285714286
29584,41,62,2011,6,186000.0,1500.0,0,0,5500.0,16909.090909090908
29585,37,132,2002,6,298000.0,2000.0,0,0,2200.0,14900.0
29586,45,101,2020,9,18000.0,2000.0,4,1,28999.0,9000.0
29587,53,88,2013,11,177000.0,1968.0,0,0,12000.0,19666.666666666668
29588,50,101,2005,6,312000.0,200.0,0,0,3000.0,18352.941176470587
29589,53,88,1996,11,36000.0,1900.0,0,0,1150.0,1384.6153846153845
29590,53,117,2007,6,100000.0,1400.0,4,0,7000.0,6666.666666666667
29591,2,101,1994,10,200000.0,2800.0,3,0,2000.0,7142.857142857143
29592,52,101,2001,10,150000.0,1500.0,3,0,1700.0,7142.857142857143
29593,51,101,2000,0,5889.0,2000.0,4,0,2500.0,267.6818181818182
29594,40,101,1994,0,30000.0,1400.0,4,0,1400.0,1071.4285714285713
29595,34,87,2004,9,112000.0,2000.0,4,0,3200.0,6222.222222222223
29596,31,11,1994,4,178000.0,1800.0,4,0,550.0,6357.142857142857
29597,31,101,2004,4,152000.0,1500.0,4,0,1400.0,8444.444444444445
29598,53,116,2005,9,220000.0,2500.0,0,1,5300.0,12941.176470588236
29599,21,101,2013,10,85000.0,1600.0,4,0,4900.0,9444.444444444445
29600,53,101,2006,4,89000.0,2000.0,4,1,2600.0,5562.5
29601,50,24,2008,4,210000.0,1400.0,0,0,6800.0,15000.0
29602,37,101,1996,11,220000.0,2500.0,0,0,1800.0,8461.538461538461
29603,38,101,2009,4,116000.0,1600.0,4,0,5399.0,8923.076923076924
29604,53,37,2001,1,223000.0,1900.0,0,0,1050.0,10619.047619047618
29605,4,9,2014,10,135000.0,1995.0,0,0,17500.0,16875.0
29606,53,61,2005,2,280000.0,1400.0,3,0,3300.0,16470.58823529412
29607,45,101,2010,6,224000.0,1200.0,0,0,4500.0,18666.666666666668
29608,53,101,2001,4,65000.0,1200.0,0,0,1300.0,3095.2380952380954
29609,19,101,2008,9,87500.0,2400.0,4,0,2800.0,6250.0
29610,53,61,2003,11,189000.0,1400.0,4,0,1700.0,9947.368421052632
29611,53,37,2009,6,367907.0,1900.0,0,0,5400.0,28300.53846153846
29612,41,101,2004,6,123000.0,2000.0,4,0,2350.0,6833.333333333333
29613,11,34,2006,4,123500.0,1400.0,0,0,1550.0,7718.75
29614,8,101,2008,4,23000.0,800.0,4,0,1100.0,1642.857142857143
29615,41,107,2010,6,189000.0,1500.0,0,0,3800.0,15750.0
29616,3,15,2009,10,115000.0,2000.0,4,0,5300.0,8846.153846153846
29617,21,60,2005,4,156000.0,1400.0,0,0,1700.0,9176.470588235294
29618,21,120,2012,3,89500.0,2000.0,4,0,6500.0,8950.0
29619,12,76,2011,10,156000.0,1600.0,3,0,1700.0,14181.818181818182
29620,16,101,2000,6,198000.0,2000.0,0,0,1250.0,9000.0
29621,20,20,1998,10,320000.0,1850.0,4,0,2400.0,13333.333333333334
29622,3,22,2020,10,25000.0,2950.0,4,1,43000.0,12500.0
29623,52,2,1990,10,160000.0,1300.0,4,0,7000.0,5000.0
29624,50,101,2011,4,156000.0,1400.0,0,0,4200.0,14181.818181818182
29625,36,67,2008,3,96000.0,1600.0,4,1,4700.0,6857.142857142857
29626,36,125,2014,3,89000.0,1600.0,0,0,7300.0,11125.0
29627,25,101,2007,6,125000.0,2000.0,0,1,3150.0,8333.333333333334
29628,50,24,2012,4,180000.0,1400.0,0,0,8490.0,18000.0
29629,25,103,2008,10,123500.0,1500.0,0,0,2600.0,8821.42857142857
29630,53,61,2006,4,180000.0,1600.0,4,0,3200.0,11250.0
29631,27,53,2008,9,120000.0,2000.0,0,1,5200.0,8571.42857142857
29632,50,102,2006,3,125000.0,2200.0,0,0,6200.0,7812.5
29633,53,61,1999,4,337600.0,1400.0,4,0,2700.0,14678.260869565218
29634,31,5,2015,10,45000.0,2000.0,4,1,8800.0,6428.571428571428
29635,53,123,1995,10,220000.0,1800.0,4,0,499.0,8148.148148148148
29636,41,80,2004,11,450000.0,1400.0,3,0,2700.0,25000.0
29637,17,52,2013,10,85000.0,1600.0,4,1,4300.0,9444.444444444445
29638,41,80,2005,11,150000.0,1500.0,0,0,1600.0,8823.529411764706
29639,3,93,2013,3,84000.0,2000.0,0,1,9200.0,9333.333333333334
29640,17,54,2007,4,113200.0,1400.0,4,0,1800.0,7546.666666666667
29641,31,101,2006,5,130000.0,2000.0,4,0,2900.0,8125.0
29642,16,101,2010,6,310000.0,1298.0,0,0,4499.0,25833.333333333332
29643,31,10,2004,10,216000.0,2300.0,3,0,3550.0,12000.0
29644,3,15,1999,11,300000.0,1900.0,0,0,1050.0,13043.478260869566
29645,41,71,2000,11,232800.0,1900.0,0,0,1800.0,10581.818181818182
29646,4,101,2012,3,182000.0,1998.0,0,1,15200.0,18200.0
29647,32,31,2001,11,266000.0,2200.0,0,0,1700.0,12666.666666666666
29648,52,2,1984,10,73000.0,1300.0,4,0,8500.0,1921.0526315789473
29649,4,6,1996,10,268000.0,1800.0,4,0,2100.0,10307.692307692309
29650,53,88,2013,11,186000.0,2000.0,0,0,12400.0,20666.666666666668
29651,37,122,1999,4,45000.0,1800.0,3,0,1450.0,1956.5217391304348
29652,3,17,2008,11,255000.0,2700.0,0,0,4650.0,18214.285714285714
29653,41,71,2011,10,114000.0,1500.0,0,0,6700.0,10363.636363636364
29654,12,76,2007,10,480000.0,1400.0,3,0,2700.0,32000.0
29655,37,101,1999,2,123459.0,1550.0,4,0,1550.0,5367.782608695652
29656,12,76,2005,10,300000.0,1400.0,3,0,2500.0,17647.058823529413
29657,21,101,2007,4,89560.0,1100.0,4,0,2600.0,5970.666666666667
29658,4,127,2016,3,70123.0,2000.0,5,1,19650.0,11687.166666666666
29659,50,101,2014,11,170000.0,1800.0,2,1,10800.0,21250.0
29660,20,41,2017,10,28200.0,1500.0,4,1,14000.0,5640.0
29661,4,127,2005,3,220000.0,3000.0,0,1,5200.0,12941.176470588236
29662,25,86,2014,10,60000.0,2000.0,3,1,10350.0,7500.0
29663,53,37,2002,1,360000.0,1900.0,0,0,2800.0,18000.0
29664,53,119,1998,6,236598.0,1890.0,0,0,3600.0,9858.25
29665,20,41,2004,4,200000.0,1600.0,4,0,4500.0,11111.111111111111
29666,41,80,2006,11,150000.0,1500.0,0,0,2300.0,9375.0
29667,27,53,2009,3,120000.0,2200.0,0,0,7200.0,9230.76923076923
29668,41,101,2016,3,130000.0,1500.0,0,1,9900.0,21666.666666666668
29669,34,59,1997,10,260000.0,2000.0,4,0,2200.0,10400.0
29670,53,61,1991,4,11111.0,1600.0,4,0,850.0,358.4193548387097
29671,32,48,2015,10,248800.0,2200.0,0,1,20000.0,35542.857142857145
29672,25,112,2012,3,162000.0,2000.0,4,1,9999.0,16200.0
29673,41,80,2010,11,241000.0,1500.0,0,0,5100.0,20083.333333333332
29674,45,85,2011,11,170000.0,1400.0,4,0,5650.0,15454.545454545454
29675,4,9,1999,10,333000.0,2500.0,4,1,4000.0,14478.260869565218
29676,53,61,1996,4,11111.0,1984.0,4,0,1000.0,427.34615384615387
29677,11,101,2009,10,187000.0,1500.0,4,0,3300.0,14384.615384615385
29678,12,105,2012,4,90000.0,1400.0,4,0,2500.0,9000.0
29679,4,6,2005,10,180000.0,2000.0,0,0,4500.0,10588.235294117647
29680,16,101,2000,6,222222.0,1900.0,0,0,800.0,10101.0
29681,53,88,2003,10,302000.0,1800.0,3,1,4200.0,15894.736842105263
29682,4,9,2001,10,368569.0,3000.0,0,0,7500.0,17550.904761904763
29683,4,9,1989,10,325000.0,2500.0,3,0,2000.0,9848.484848484848
29684,53,61,1987,4,304472.0,1600.0,0,0,900.0,8699.2
29685,50,44,2005,4,240000.0,1400.0,0,0,5200.0,14117.64705882353
29686,34,101,2005,4,185000.0,1300.0,4,0,2800.0,10882.35294117647
29687,11,101,2010,6,250000.0,1600.0,0,1,7200.0,20833.333333333332
29688,50,44,2004,10,274358.0,1399.0,0,0,5200.0,15242.111111111111
29689,21,101,1994,10,300000.0,1500.0,4,0,750.0,10714.285714285714
29690,45,113,2011,11,239000.0,2000.0,0,1,11700.0,21727.272727272728
29691,34,59,1993,4,400000.0,1800.0,4,0,600.0,13793.103448275862
29692,32,48,1999,10,500000.0,2000.0,3,0,2900.0,21739.130434782608
29693,25,101,2017,3,215000.0,1600.0,2,1,13399.0,43000.0
29694,10,101,2008,10,102000.0,3500.0,4,1,2600.0,7285.714285714285
29695,31,10,2009,11,240000.0,1998.0,0,0,6100.0,18461.53846153846
29696,40,101,2015,10,65000.0,772.0,1,1,40000.0,9285.714285714286
29697,48,101,2002,11,315000.0,1994.0,3,0,2600.0,15750.0
29698,53,61,2010,4,157000.0,1400.0,4,0,7800.0,13083.333333333334
29699,50,101,2009,11,279000.0,998.0,4,0,3500.0,21461.53846153846
29700,4,126,2017,9,203000.0,1997.0,0,1,23000.0,40600.0
29701,53,116,2006,3,169000.0,2500.0,0,0,9999.0,10562.5
29702,41,80,2011,4,213000.0,1500.0,0,0,5500.0,19363.636363636364
29703,50,44,2007,4,291500.0,1368.0,0,0,6050.0,19433.333333333332
29704,12,76,2010,11,193000.0,1500.0,0,1,4150.0,16083.333333333334
29705,32,31,2005,11,27000.0,1800.0,4,1,6100.0,1588.235294117647
29706,45,85,2011,4,220000.0,1600.0,0,0,8600.0,20000.0
29707,9,101,2018,9,33000.0,1800.0,4,1,13750.0,8250.0
29708,4,6,2000,10,340000.0,1800.0,4,0,3300.0,15454.545454545454
29709,48,101,2007,6,122000.0,2000.0,4,1,6299.0,8133.333333333333
29710,21,79,2006,6,220000.0,1500.0,0,0,3500.0,13750.0
29711,4,6,2000,11,480000.0,1985.0,4,0,3800.0,21818.18181818182
29712,50,44,2015,10,180000.0,1600.0,3,1,9100.0,25714.285714285714
29713,50,24,2012,4,185000.0,1400.0,0,0,8490.0,18500.0
29714,37,23,2006,11,123456.0,1300.0,0,0,2700.0,7716.0
29715,3,17,2000,10,123456.0,2500.0,0,0,2000.0,5611.636363636364
29716,53,61,2001,4,123456.0,1600.0,4,0,2000.0,5878.857142857143
29717,16,101,2015,11,101000.0,1300.0,0,0,5800.0,14428.57142857143
29718,37,43,2007,11,282000.0,1248.0,0,0,4100.0,18800.0
29719,41,69,2010,1,160000.0,1500.0,0,0,4199.0,13333.333333333334
29720,3,17,2003,10,302000.0,2500.0,0,1,3700.0,15894.736842105263
29721,21,106,2006,9,181000.0,2700.0,3,1,8500.0,11312.5
29722,37,23,2011,4,192000.0,1300.0,0,0,5500.0,17454.545454545456
29723,3,15,2010,11,203650.0,1795.0,4,0,8300.0,16970.833333333332
29724,32,31,2003,2,190000.0,1800.0,4,0,3600.0,10000.0
29725,36,91,1996,10,270000.0,1600.0,4,0,1800.0,10384.615384615385
29726,12,101,2014,6,202870.0,1600.0,3,0,5000.0,25358.75
29727,41,68,2016,9,153000.0,1500.0,0,1,12700.0,25500.0
29728,53,61,2007,4,230000.0,1400.0,4,0,4100.0,15333.333333333334
29729,28,49,2012,10,147000.0,2499.0,2,1,15999.0,14700.0
29730,37,23,2007,4,10000.0,1600.0,4,0,3800.0,666.6666666666666
29731,53,37,2015,1,190000.0,1600.0,0,0,8990.0,27142.85714285714
29732,3,0,1993,10,222222.0,2400.0,0,0,2000.0,7662.827586206897
29733,17,101,2009,7,228000.0,2500.0,0,0,8300.0,17538.46153846154
29734,41,107,2010,6,12345.0,1500.0,0,0,5500.0,1028.75
29735,12,77,2009,6,175000.0,1500.0,0,0,4400.0,13461.538461538461
29736,32,48,2007,10,300000.0,3000.0,0,1,6200.0,20000.0
29737,41,80,2005,4,315000.0,1500.0,0,1,3000.0,18529.41176470588
29738,54,129,2015,3,268000.0,1969.0,0,1,18300.0,38285.71428571428
29739,17,52,2015,11,184556.0,1500.0,0,0,7400.0,26365.14285714286
29740,54,130,2016,3,140000.0,2000.0,0,1,31000.0,23333.333333333332
29741,21,19,2000,10,315000.0,1300.0,4,0,1400.0,14318.181818181818
29742,12,105,2010,4,212000.0,1500.0,0,0,4100.0,17666.666666666668
29743,38,1,2004,4,255000.0,1400.0,4,0,2100.0,14166.666666666666
29744,53,66,2013,10,175000.0,1400.0,2,1,8300.0,19444.444444444445
29745,37,23,2008,11,380000.0,1700.0,0,0,2200.0,27142.85714285714
29746,41,69,2006,1,190000.0,1461.0,0,0,4200.0,11875.0
29747,25,40,2008,4,170000.0,1600.0,0,0,6500.0,12142.857142857143
29748,45,101,2007,10,230000.0,2000.0,4,0,6800.0,15333.333333333334
29749,36,95,2011,3,150666.0,1500.0,0,0,8200.0,13696.90909090909
29750,37,23,1993,11,25468.0,1400.0,4,0,1000.0,878.2068965517242
29751,33,101,2004,4,300000.0,1400.0,0,0,3800.0,16666.666666666668
29752,3,17,2005,0,230000.0,3000.0,0,1,2900.0,13529.411764705883
29753,31,11,1993,4,267431.0,2000.0,4,0,1250.0,9221.758620689656
29754,28,101,2007,10,220000.0,4600.0,4,1,13000.0,14666.666666666666
29755,25,86,2012,10,116000.0,1998.0,4,1,9850.0,11600.0
29756,20,20,2003,10,315000.0,1998.0,3,0,5200.0,16578.947368421053
29757,53,66,2019,10,15200.0,1400.0,4,1,13700.0,5066.666666666667
29758,4,12,2003,10,300000.0,4000.0,0,1,3500.0,15789.473684210527
29759,34,72,1990,10,13100.0,1500.0,4,0,550.0,409.375
29760,37,23,2005,11,260458.0,1400.0,4,0,4200.0,15321.058823529413
29761,3,13,1990,10,270000.0,1800.0,3,0,2000.0,8437.5
29762,37,122,1991,10,267852.0,1600.0,4,0,550.0,8640.387096774193
29763,53,119,1991,6,11111.0,2500.0,0,0,5000.0,358.4193548387097
29764,41,80,2004,11,329000.0,1400.0,3,0,2999.0,18277.777777777777
29765,3,17,1999,11,316000.0,2800.0,4,0,2500.0,13739.130434782608
29766,20,20,1994,10,200000.0,200.0,3,0,2000.0,7142.857142857143
29767,10,101,2004,6,8555.0,2400.0,4,1,1300.0,475.27777777777777
29768,41,80,2005,4,241000.0,1500.0,0,0,1900.0,14176.470588235294
29769,3,17,2006,10,242000.0,2000.0,4,0,7200.0,15125.0
29770,52,101,1996,4,111111.0,1100.0,4,0,1000.0,4273.5
29771,37,46,2001,4,291015.0,1700.0,0,0,2200.0,13857.857142857143
29772,32,104,1987,10,300000.0,3000.0,0,1,3200.0,8571.42857142857
29773,3,13,1994,10,46000.0,2000.0,4,0,600.0,1642.857142857143
29774,53,61,2004,11,224000.0,1400.0,4,0,4000.0,12444.444444444445
29775,52,3,2006,10,127000.0,1500.0,4,0,19000.0,7937.5
29776,4,9,1995,10,295000.0,2000.0,4,0,4450.0,10925.925925925925
29777,41,80,2011,11,230000.0,1500.0,0,0,5300.0,20909.090909090908
29778,12,47,2012,9,152000.0,1500.0,0,0,7450.0,15200.0
29779,34,101,2004,4,161000.0,1349.0,4,1,3300.0,8944.444444444445
29780,32,48,2005,10,410000.0,3000.0,0,1,10200.0,24117.647058823528
29781,32,104,2016,10,78000.0,3000.0,5,1,59000.0,13000.0
29782,34,59,2001,10,200000.0,2000.0,3,0,4500.0,9523.809523809523
29783,37,101,1987,10,66666.0,2000.0,4,0,15000.0,1904.7428571428572
29784,36,67,2012,3,147000.0,1600.0,4,1,9650.0,14700.0
29785,37,23,1996,11,423000.0,1400.0,3,0,1100.0,16269.23076923077
29786,45,85,2012,11,149000.0,1200.0,4,0,6100.0,14900.0
29787,21,120,2012,9,120000.0,2000.0,4,0,9500.0,12000.0
29788,54,130,2004,9,190000.0,2500.0,3,1,6500.0,10555.555555555555
29789,34,101,1994,10,500000.0,3000.0,4,1,3000.0,17857.14285714286
29790,41,80,2006,10,400000.0,1500.0,0,0,2650.0,25000.0
29791,3,13,1994,11,285000.0,1896.0,0,0,1000.0,10178.57142857143
29792,3,15,1997,11,237000.0,1800.0,3,0,3400.0,9480.0
29793,4,101,2015,10,214700.0,1995.0,0,1,17000.0,30671.428571428572
29794,52,101,2004,10,55255.0,1500.0,4,0,1700.0,3069.722222222222
29795,44,101,2000,6,330000.0,1900.0,0,0,3400.0,15000.0
29796,41,80,2005,11,260850.0,1500.0,0,0,2450.0,15344.117647058823
29797,53,117,2003,6,287000.0,1598.0,4,0,4800.0,15105.263157894737
29798,45,85,2012,3,241000.0,1600.0,0,0,9000.0,24100.0
29799,36,82,1999,4,314806.0,900.0,4,0,1150.0,13687.217391304348
29800,32,104,2007,10,270000.0,4600.0,4,1,10000.0,18000.0
29801,36,96,2011,3,200000.0,1500.0,0,0,9990.0,18181.81818181818
29802,53,88,2003,10,240000.0,1896.0,0,1,4800.0,12631.578947368422
29803,36,96,2013,3,114000.0,1500.0,0,0,10400.0,12666.666666666666
29804,3,94,2018,3,30000.0,2000.0,4,1,25700.0,7500.0
29805,17,54,2016,10,54600.0,2500.0,2,1,8500.0,9100.0
29806,3,17,2000,10,328000.0,2496.0,0,0,3000.0,14909.09090909091
29807,4,101,2016,2,15000.0,1500.0,5,1,35000.0,2500.0
29808,4,9,1990,10,111111.0,2000.0,3,0,2700.0,3472.21875
29809,36,125,2008,9,320000.0,2200.0,0,0,7000.0,22857.14285714286
29810,3,15,2013,10,130000.0,1984.0,4,1,10299.0,14444.444444444445
29811,53,61,2003,4,300100.0,1400.0,4,0,3300.0,15794.736842105263
29812,3,101,2001,11,256160.0,2500.0,0,1,2699.0,12198.095238095239
29813,53,119,2001,6,273685.0,2499.0,0,0,4000.0,13032.619047619048
29814,52,3,2005,4,41463.0,1400.0,4,0,1060.0,2439.0
29815,21,120,2005,3,190000.0,1975.0,3,0,4000.0,11176.470588235294
29816,50,24,2015,11,180000.0,1800.0,2,1,9000.0,25714.285714285714
29817,37,101,2007,6,400000.0,1998.0,0,0,5900.0,26666.666666666668
29818,37,122,1992,10,300000.0,1600.0,4,0,1500.0,10000.0
29819,9,101,2007,9,200000.0,2000.0,0,0,4900.0,13333.333333333334
29820,27,99,2011,9,210000.0,300.0,0,1,8900.0,19090.909090909092
29821,53,117,2008,11,182000.0,1400.0,4,0,6700.0,13000.0
29822,4,9,2003,10,226000.0,2200.0,3,1,6000.0,11894.736842105263
29823,41,107,2015,11,46000.0,1200.0,4,0,7700.0,6571.428571428572
29824,35,101,1990,10,68000.0,1500.0,4,0,499.0,2125.0
29825,3,15,2010,11,171000.0,2000.0,4,1,9000.0,14250.0
29826,53,109,2002,6,500000.0,1900.0,0,0,4500.0,25000.0
29827,38,101,2003,10,160000.0,2000.0,4,0,4500.0,8421.052631578947
29828,37,101,1996,9,380000.0,3100.0,0,0,3700.0,14615.384615384615
29829,53,88,2009,11,202200.0,1400.0,4,0,7500.0,15553.846153846154
29830,38,101,1998,11,272642.0,1400.0,4,0,1900.0,11360.083333333334
29831,32,31,2003,10,190000.0,320.0,4,1,6000.0,10000.0
29832,36,95,2012,3,140000.0,1500.0,0,0,9100.0,14000.0
29833,32,101,2016,9,52000.0,4300.0,4,1,45000.0,8666.666666666666
29834,3,17,2013,10,128000.0,2000.0,4,1,13950.0,14222.222222222223
29835,37,23,2012,11,189000.0,1300.0,0,0,5500.0,18900.0
29836,17,54,2015,10,82000.0,2000.0,5,1,11800.0,11714.285714285714
29837,25,111,2007,9,180000.0,2500.0,0,1,8300.0,12000.0
29838,37,46,2000,4,160000.0,1000.0,3,0,2000.0,7272.727272727273
29839,25,111,2002,3,200000.0,2500.0,0,0,6000.0,10000.0
29840,52,101,1995,4,88888.0,1500.0,4,0,7000.0,3292.1481481481483
29841,4,6,2007,10,247000.0,2000.0,4,0,7500.0,16466.666666666668
29842,41,68,2016,11,174000.0,1500.0,0,1,12400.0,29000.0
29843,21,101,2017,9,45000.0,1600.0,0,1,14450.0,9000.0
29844,32,57,2012,3,220000.0,2200.0,0,1,18800.0,22000.0
29845,1,101,2002,10,216500.0,1600.0,4,0,2600.0,10825.0
29846,37,101,1993,4,280000.0,1998.0,4,0,1100.0,9655.172413793103
29847,4,9,2006,10,316500.0,3000.0,0,1,9300.0,19781.25
29848,46,101,2004,10,185000.0,1500.0,4,1,3000.0,10277.777777777777
29849,27,53,2001,9,200000.0,555.0,3,0,3800.0,9523.809523809523
29850,4,9,1992,10,300000.0,2498.0,0,1,2300.0,10000.0
29851,53,37,2007,6,210000.0,1600.0,3,0,4800.0,14000.0
29852,41,80,2005,11,217300.0,1500.0,0,0,3200.0,12782.35294117647
29853,53,88,2014,10,125000.0,2000.0,0,1,12100.0,15625.0
29854,50,24,2010,4,210000.0,1800.0,2,1,8100.0,17500.0
29855,53,61,1991,4,256384.0,1600.0,4,0,800.0,8270.451612903225
29856,12,77,2013,11,144542.0,1200.0,3,0,4850.0,16060.222222222223
29857,37,23,2008,11,230000.0,1400.0,4,0,3300.0,16428.571428571428
29858,25,101,2017,3,158097.0,1599.0,0,1,12100.0,31619.4
29859,32,31,2005,10,20300.0,1800.0,4,0,6500.0,1194.1176470588234
29860,32,101,2008,9,268548.0,3989.0,0,1,12700.0,19182.0
29861,12,105,2012,4,253655.0,900.0,3,0,4600.0,25365.5
29862,3,17,2012,10,228000.0,2000.0,0,1,18000.0,22800.0
29863,36,96,2013,5,161000.0,1500.0,0,0,10000.0,17888.88888888889
29864,45,101,1992,4,187000.0,1300.0,4,0,679.0,6233.333333333333
29865,3,93,2014,9,190000.0,2000.0,0,1,26000.0,23750.0
29866,17,101,1989,10,48446.0,200.0,4,0,1450.0,1468.060606060606
29867,3,17,2007,11,190000.0,2700.0,0,0,4500.0,12666.666666666666
29868,37,46,2010,4,200000.0,1300.0,0,0,4300.0,16666.666666666668
29869,21,106,2018,3,77800.0,1999.0,0,1,22300.0,19450.0
29870,53,119,1995,11,459000.0,2400.0,0,0,5300.0,17000.0
29871,53,101,2000,10,165000.0,1898.0,0,1,3000.0,7500.0
29872,31,101,2002,5,300000.0,1840.0,3,0,2900.0,15000.0
29873,54,101,1996,11,216000.0,2500.0,4,0,1450.0,8307.692307692309
29874,53,101,2000,10,316000.0,1600.0,4,0,4000.0,14363.636363636364
29875,10,101,2003,6,240000.0,3300.0,3,1,6398.0,12631.578947368422
29876,50,101,2014,6,125000.0,1800.0,2,1,9990.0,15625.0
29877,50,26,2011,11,186456.0,2200.0,0,1,10500.0,16950.545454545456
29878,50,92,2012,10,70000.0,1800.0,2,1,10500.0,7000.0
29879,3,17,2000,11,209568.0,2500.0,0,1,2000.0,9525.818181818182
29880,9,101,2018,3,33000.0,1800.0,0,1,13750.0,8250.0
29881,3,13,1994,10,347875.0,2000.0,3,0,1850.0,12424.107142857143
29882,53,90,2000,4,123456.0,1400.0,0,0,1300.0,5611.636363636364
29883,38,1,2005,4,123456.0,1400.0,0,0,1500.0,7262.117647058823
29884,32,48,1994,10,123456.0,2500.0,0,0,1200.0,4409.142857142857
29885,50,102,2006,3,133000.0,200.0,4,1,8700.0,8312.5
29886,41,114,2017,10,112000.0,1461.0,0,1,14600.0,22400.0
29887,32,78,2005,9,100000.0,2700.0,0,1,2700.0,5882.35294117647
29888,23,101,2006,10,189000.0,2700.0,0,1,12900.0,11812.5
29889,12,47,2017,9,120000.0,1500.0,0,0,9000.0,24000.0
29890,45,85,2008,4,190000.0,1600.0,4,0,5300.0,13571.42857142857
29891,4,101,2008,10,169000.0,1600.0,4,0,6399.0,12071.42857142857
29892,53,117,2013,6,230580.0,2000.0,0,1,6100.0,25620.0
29893,32,48,2010,10,180000.0,2500.0,0,1,13800.0,15000.0
29894,38,101,2021,3,2500.0,1500.0,0,1,21200.0,2500.0
29895,53,116,2016,9,40000.0,3000.0,0,1,9799.0,6666.666666666667
29896,32,48,1989,10,275000.0,2000.0,4,0,1900.0,8333.333333333334
29897,40,22,2019,9,49300.0,2400.0,4,1,21500.0,16433.333333333332
29898,34,72,2011,10,299000.0,1499.0,4,0,4500.0,27181.81818181818
29899,12,76,2016,10,191000.0,1200.0,3,0,4300.0,31833.333333333332
29900,12,47,2013,9,150000.0,1500.0,0,0,7100.0,16666.666666666668
29901,53,101,2010,10,210000.0,300.0,0,1,11300.0,17500.0
29902,37,132,2004,6,11111.0,2000.0,0,0,11111.0,617.2777777777778
29903,36,125,2015,3,200000.0,1600.0,0,1,15300.0,28571.428571428572
29904,45,113,2002,10,287656.0,1800.0,4,0,3900.0,14382.8
29905,13,101,2008,4,200000.0,800.0,4,0,1350.0,14285.714285714286
29906,53,37,2000,6,215000.0,1900.0,0,0,2200.0,9772.727272727272
29907,3,17,2016,10,120000.0,2000.0,4,1,23500.0,20000.0
29908,37,23,2013,4,261000.0,1300.0,0,0,4999.0,29000.0
29909,53,66,2013,10,160000.0,1400.0,2,1,8999.0,17777.777777777777
29910,3,15,2018,10,30000.0,2000.0,4,1,23000.0,7500.0
29911,3,18,2004,10,245000.0,4000.0,0,1,8999.0,13611.111111111111
29912,32,55,2018,9,18500.0,2143.0,0,1,36990.0,4625.0
29913,17,101,1992,1,100000.0,1753.0,0,0,750.0,3333.3333333333335
29914,50,101,2012,10,130000.0,1800.0,2,1,8750.0,13000.0
29915,53,109,1996,6,270000.0,2000.0,4,0,2750.0,10384.615384615385
29916,53,88,2011,11,192000.0,1400.0,3,0,8200.0,17454.545454545456
29917,32,48,2000,10,235490.0,2200.0,0,1,4500.0,10704.09090909091
29918,20,41,2007,10,216000.0,1400.0,2,1,4700.0,14400.0
29919,44,101,2004,10,284000.0,1400.0,3,0,2000.0,15777.777777777777
29920,32,101,2008,6,240000.0,3000.0,0,1,16000.0,17142.85714285714
29921,52,101,1986,4,100000.0,1300.0,4,0,700.0,2777.777777777778
29922,21,60,2005,10,170000.0,1300.0,4,0,2700.0,10000.0
29923,41,101,2008,4,153000.0,1200.0,4,0,4000.0,10928.57142857143
29924,3,15,2010,11,25600.0,2000.0,0,0,7200.0,2133.3333333333335
